id,title,steamAppId,steamUrl,opencriticScore,hltbMain,hltbExtra,hltbCompletionist,releaseDate,genres,platforms,studio,steamReviewScore,steamReviewCount,steamReviewPercent,isDlc
106928,The Tarnishing of Juxtia,1428710,https://store.steampowered.com/app/1428710/,72,378.0,591.0,751.0,2022-07-26T00:00:00.000Z,"[""Action"", ""Dark"", ""Multiple Endings"", ""Character Customization"", ""Indie"", ""Fantasy"", ""Adventure"", ""Pixel Graphics"", ""Gore"", ""RPG"", ""Violent"", ""Metroidvania"", ""2D Platformer"", ""Atmospheric"", ""Platformer"", ""2D"", ""Lore-Rich"", ""Dark Fantasy"", ""Singleplayer"", ""Combat"", ""Story Rich"", ""Souls-like""]","[{""name"": ""PC""}]",Actual Nerds,Mixed,501.0,66.0,False
106929,Cartel Tycoon,1220140,https://store.steampowered.com/app/1220140/,73,,2346.0,,2022-07-26T00:00:00.000Z,"[""Simulation"", ""Action"", ""City Builder"", ""Agriculture"", ""Economy"", ""Building"", ""RPG"", ""Strategy"", ""Management"", ""Atmospheric"", ""Singleplayer"", ""Resource Management"", ""Roguelite"", ""Top-Down"", ""Soundtrack"", ""Sandbox"", ""RTS"", ""Base Building"", ""Colony Sim"", ""Survival""]","[{""name"": ""PC""}]",Moon Moose,Mostly Positive*,1216.0,72.0,False
106930,Digimon Survive,871980,https://store.steampowered.com/app/871980/,76,1927.0,2506.0,4675.0,2022-07-28T00:00:00.000Z,"[""Simulation"", ""Emotional"", ""Tactical RPG"", ""Drama"", ""2.5D"", ""Psychological"", ""Turn-Based"", ""JRPG"", ""Turn-Based Strategy"", ""RPG"", ""Strategy"", ""Text-Based"", ""Mystery"", ""Visual Novel"", ""Singleplayer"", ""Story Rich"", ""Turn-Based Tactics"", ""Soundtrack"", ""Strategy RPG"", ""Isometric"", ""Anime"", ""Tactical"", ""Survival""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}]","HYDE,  Inc.",Very Positive*,1621.0,82.0,False
106931,LOST EPIC,1426490,https://store.steampowered.com/app/1426490/,70,561.0,2545.0,1708.0,2022-07-27T00:00:00.000Z,"[""Action"", ""Dark"", ""Character Customization"", ""Difficult"", ""Side Scroller"", ""Indie"", ""Fantasy"", ""Psychological"", ""Multiplayer"", ""Early Access"", ""RPG"", ""Hack and Slash"", ""Metroidvania"", ""2D"", ""Dark Fantasy"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""Action RPG"", ""Horror"", ""Anime"", ""Souls-like"", ""Female Protagonist""]","[{""name"": ""PlayStation 5""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}]","One or Eight, Team EARTHWARS",Mostly Positive,1030.0,71.0,False
106932,Train Valley: Console Edition,,,77,,,,2022-07-27T00:00:00.000Z,"[""Strategy"", ""Simulation"", ""Puzzle""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}]",BlitWorks,,,,False
106933,Azure Striker Gunvolt 3,1931690,https://store.steampowered.com/app/1931690/,80,264.0,369.0,1224.0,2022-10-13T00:00:00.000Z,"[""Great Soundtrack"", ""2D Platformer"", ""Action"", ""Platformer"", ""Sci-fi"", ""Soundtrack"", ""2D"", ""Side Scroller"", ""Adventure"", ""Fantasy"", ""Anime"", ""Singleplayer"", ""Action-Adventure"", ""Female Protagonist"", ""Story Rich"", ""Pixel Graphics""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}]","INTI CREATES CO.,  LTD.",Very Positive,404.0,88.0,False
106934,Bear and Breakfast,1136370,https://store.steampowered.com/app/1136370/,75,1390.0,1621.0,2092.0,2022-07-28T00:00:00.000Z,"[""Simulation"", ""Adventure"", ""Family Friendly"", ""Economy"", ""Cute"", ""Building"", ""Relaxing"", ""RPG"", ""Life Sim"", ""Management"", ""Colorful"", ""Nature"", ""Atmospheric"", ""Cartoon"", ""Casual"", ""Singleplayer"", ""Resource Management"", ""Story Rich"", ""Hand-drawn"", ""Crafting"", ""Funny""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Gummy Cat,Very Positive*,3162.0,90.0,False
106935,Captain Velvet Meteor: The Jump+ Dimensions,2222950,https://store.steampowered.com/app/2222950/,83,,,,2024-02-29T00:00:00.000Z,"[""Action"", ""Sci-fi"", ""Comic Book"", ""Adventure"", ""Family Friendly"", ""Puzzle"", ""Turn-Based"", ""Turn-Based Strategy"", ""Cute"", ""Relaxing"", ""RPG"", ""Strategy"", ""Colorful"", ""Turn-Based Combat"", ""2D"", ""Casual"", ""Combat"", ""Story Rich"", ""Turn-Based Tactics"", ""Top-Down"", ""Isometric"", ""Anime"", ""Action-Adventure"", ""Tactical"", ""Superhero""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",Momo-pi,,,,False
106936,Koumajou Remilia: Scarlet Symphony,1229880,https://store.steampowered.com/app/1229880/,67,,,,2022-07-27T00:00:00.000Z,"[""Action"", ""Side Scroller"", ""Adventure"", ""Indie"", ""Controller"", ""Pixel Graphics"", ""JRPG"", ""Cute"", ""RPG"", ""Colorful"", ""Metroidvania"", ""Tutorial"", ""Platformer"", ""2D"", ""Mystery"", ""Singleplayer"", ""Story Rich"", ""Bullet Hell"", ""Soundtrack"", ""Anime"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]","Frontier Aja, CFK Co.,  Ltd.",Mixed,222.0,64.0,False
106937,Lord Winklebottom Investigates,1024160,https://store.steampowered.com/app/1024160/,73,279.0,358.0,346.0,2022-07-28T00:00:00.000Z,"[""Comedy"", ""Dark"", ""Adventure"", ""Indie"", ""Alternate History"", ""Puzzle"", ""Detective"", ""Crime"", ""Dark Comedy"", ""Surreal"", ""Atmospheric"", ""Point & Click"", ""2D"", ""Cartoon"", ""Mystery"", ""Singleplayer"", ""Story Rich"", ""Hand-drawn"", ""Cartoony"", ""Investigation""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}]",Cave Monsters,Very Positive,163.0,92.0,False
106938,The Sims™ 4 High School Years Expansion Pack,1816550,https://store.steampowered.com/app/1816550/,74,,,,2022-07-28T00:00:00.000Z,"[""Simulation"", ""Atmospheric"", ""Education"", ""Cute"", ""Character Customization"", ""Sexual Content"", ""LGBTQ+"", ""Funny"", ""Adventure"", ""Dating Sim"", ""Romance"", ""Casual"", ""Family Friendly"", ""Life Sim"", ""Choose Your Own Adventure""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]",Maxis,Mixed,314.0,44.0,True
106939,Avenging Spirit,,,68,69.0,97.0,112.0,2022-07-29T00:00:00.000Z,"[""Action"", ""Platformer""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}]",Ratalaika Games,,,,False
106940,Turrican Anthology Vol. I,,,71,,,,2022-07-29T00:00:00.000Z,"[""Arcade"", ""Action"", ""Platformer""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}]","ININ Games, Factor 5",,,,False
106941,Turrican Anthology Vol. II,,,71,,,,2022-07-29T00:00:00.000Z,"[""Arcade"", ""Action"", ""Platformer""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}]","ININ Games, Factor 5",,,,False
106942,Xenoblade Chronicles 3,,,88,3814.0,6273.0,10663.0,2022-07-29T00:00:00.000Z,"[""RPG"", ""Adventure""]","[{""name"": ""Nintendo Switch""}]","MONOLITHSOFT, Nintendo",,,,False
106943,Asphalt Legends Unite,1815780,https://store.steampowered.com/app/1815780/,73,5635.0,12376.0,52630.0,2022-08-02T00:00:00.000Z,"[""Action"", ""Third Person"", ""Mod"", ""Adventure"", ""Physics"", ""Controller"", ""Multiplayer"", ""Driving"", ""Arcade"", ""Sports"", ""Racing"", ""Open World"", ""Free to Play"", ""PvE"", ""Realistic"", ""Fast-Paced"", ""Singleplayer"", ""Automobile Sim"", ""3D"", ""PvP"", ""Modern""]","[{""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}]",Gameloft,Mostly Positive*,5986.0,79.0,False
106944,Frogun,1575470,https://store.steampowered.com/app/1575470/,73,364.0,580.0,1227.0,2022-08-02T00:00:00.000Z,"[""Action"", ""Third Person"", ""Retro"", ""Adventure"", ""Indie"", ""Family Friendly"", ""Physics"", ""Pixel Graphics"", ""Cute"", ""Colorful"", ""Platformer"", ""Cartoon"", ""Casual"", ""Singleplayer"", ""3D"", ""Funny"", ""3D Platformer"", ""Cartoony"", ""Action-Adventure"", ""Female Protagonist""]","[{""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",Molegato,Mostly Positive,469.0,79.0,False
106945,Hearthstone: Murder at Castle Nathria,,,89,,,,2022-08-02T00:00:00.000Z,"[""Strategy"", ""Turn-Based Strategy""]","[{""name"": ""PC""}]",Blizzard Entertainment,,,,False
106946,The Mortuary Assistant,1295920,https://store.steampowered.com/app/1295920/,75,142.0,466.0,1171.0,2022-08-02T00:00:00.000Z,"[""Simulation"", ""Dark"", ""Adventure"", ""Indie"", ""Supernatural"", ""Demons"", ""Multiplayer"", ""Medical Sim"", ""Hidden Object"", ""First-Person"", ""Surreal"", ""Atmospheric"", ""Mystery"", ""Realistic"", ""Singleplayer"", ""3D"", ""Horror"", ""Thriller"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""PC""}]",DarkStone Digital,Very Positive*,4282.0,93.0,False
106947,After Wave: Downfall,2101490,https://store.steampowered.com/app/2101490/,63,,,,2023-01-19T00:00:00.000Z,"[""Multiplayer"", ""Action"", ""Shoot 'Em Up"", ""Local Multiplayer"", ""Character Customization"", ""Funny"", ""Fantasy"", ""Arcade"", ""Co-op"", ""Singleplayer"", ""Aliens"", ""3D"", ""Local Co-Op""]","[{""name"": ""Nintendo Switch""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","7 Raven Studios, SleepPlaying",,,,False
106948,Hooked on You: A Dead by Daylight Dating Sim™,1866180,https://store.steampowered.com/app/1866180/,70,147.0,306.0,538.0,2022-08-03T00:00:00.000Z,"[""Comedy"", ""Adventure"", ""Dating Sim"", ""Psychological"", ""Mature"", ""Choices Matter"", ""Interactive Story"", ""Colorful"", ""Text-Based"", ""2D"", ""Memes"", ""Casual"", ""Visual Novel"", ""Singleplayer"", ""Cult Classic"", ""Horror"", ""Choose Your Own Adventure"", ""Story Rich"", ""Classic"", ""Funny"", ""Romance"", ""Anime"", ""LGBTQ+""]","[{""name"": ""PC""}]",Psyop,Very Positive,3268.0,92.0,False
106949,Mega Man Battle & Fighters,,,73,,,,2022-08-03T00:00:00.000Z,"[""Action""]","[{""name"": ""Nintendo Switch""}]","Capcom, SNK Corporation",,,,False
106950,Hard West 2,1282410,https://store.steampowered.com/app/1282410/,79,1080.0,1330.0,1537.0,2022-08-04T00:00:00.000Z,"[""Action"", ""Tactical RPG"", ""Dark"", ""Fantasy"", ""Supernatural"", ""Demons"", ""Turn-Based"", ""Turn-Based Strategy"", ""RPG"", ""Western"", ""Strategy"", ""Turn-Based Combat"", ""Grid-Based Movement"", ""Dark Fantasy"", ""Singleplayer"", ""Combat"", ""Horror"", ""Story Rich"", ""Turn-Based Tactics"", ""Top-Down"", ""Isometric"", ""Tactical""]","[{""name"": ""PC""}]",Ice Code Games,Very Positive*,1221.0,81.0,False
106951,Hindsight,1122700,https://store.steampowered.com/app/1122700/,73,,,,2022-08-04T00:00:00.000Z,"[""Emotional"", ""Narration"", ""Drama"", ""Stylized"", ""Adventure"", ""Indie"", ""Puzzle"", ""Hidden Object"", ""Relaxing"", ""Interactive Fiction"", ""Colorful"", ""Atmospheric"", ""Point & Click"", ""Casual"", ""Visual Novel"", ""Singleplayer"", ""3D"", ""Story Rich"", ""Cinematic"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]",Team Hindsight,Mostly Positive,123.0,78.0,False
106952,PlateUp!,1599600,https://store.steampowered.com/app/1599600/,73,937.0,1885.0,5313.0,2022-08-04T00:00:00.000Z,"[""Action"", ""Action Roguelike"", ""Roguelike"", ""Controller"", ""Cute"", ""Building"", ""Strategy"", ""Management"", ""Casual"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""4 Player Local"", ""Roguelite"", ""Top-Down"", ""Procedural Generation"", ""Funny"", ""Base Building"", ""Local Co-Op""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]",It's happening,Overwhelmingly Positive*,11147.0,96.0,False
106953,Sword and Fairy: Together Forever,,,72,1314.0,1735.0,2164.0,2022-08-04T00:00:00.000Z,"[""RPG""]","[{""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}]","Serenity Forge, EastAsiaSoft",,,,False
106954,Turbo Golf Racing,1324350,https://store.steampowered.com/app/1324350/,75,,,2121.0,2024-04-04T00:00:00.000Z,"[""Action"", ""Character Customization"", ""Physics"", ""Controller"", ""Multiplayer"", ""Driving"", ""Mini Golf"", ""Sports"", ""Arcade"", ""Golf"", ""Racing"", ""Combat Racing"", ""Vehicular Combat"", ""Singleplayer"", ""3D"", ""Combat"", ""PvP"", ""Flight"", ""eSports""]","[{""name"": ""PC""}]",Hugecalf Studios,Very Positive,598.0,87.0,False
106955,GigaBash,1546400,https://store.steampowered.com/app/1546400/,71,144.0,244.0,360.0,2022-08-04T00:00:00.000Z,"[""Action"", ""Minigames"", ""Retro"", ""Destruction"", ""Family Friendly"", ""3D Fighter"", ""Controller"", ""Fighting"", ""Multiplayer"", ""Arcade"", ""Battle Royale"", ""Colorful"", ""Casual"", ""Singleplayer"", ""3D"", ""4 Player Local"", ""Combat"", ""Competitive"", ""Superhero""]","[{""name"": ""PC""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}]",Passion Republic Games,Very Positive,1508.0,94.0,False
106956,Recipe for Disaster,1492360,https://store.steampowered.com/app/1492360/,65,943.0,1363.0,1480.0,2022-08-05T00:00:00.000Z,"[""Simulation"", ""Character Customization"", ""Mod"", ""Economy"", ""Choices Matter"", ""Building"", ""Time Management"", ""Strategy"", ""Management"", ""Life Sim"", ""Moddable"", ""Casual"", ""Singleplayer"", ""3D"", ""Resource Management"", ""Capitalism"", ""Procedural Generation"", ""Sandbox"", ""Automation"", ""Isometric""]","[{""name"": ""PC""}]",Dapper Penguin Studios,Mixed,574.0,69.0,False
106957,Tyrant's Blessing,1520760,https://store.steampowered.com/app/1520760/,76,307.0,361.0,1732.0,2022-08-08T00:00:00.000Z,"[""Simulation"", ""Tactical RPG"", ""Dark"", ""Fantasy"", ""2.5D"", ""Roguelike"", ""Pixel Graphics"", ""Turn-Based"", ""JRPG"", ""Turn-Based Strategy"", ""RPG"", ""Strategy"", ""Turn-Based Combat"", ""Dark Fantasy"", ""Singleplayer"", ""Perma Death"", ""Combat"", ""Roguelite"", ""Turn-Based Tactics"", ""Procedural Generation"", ""Isometric"", ""Anime"", ""Tactical"", ""Female Protagonist""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",Mercury Game Studio,Mostly Positive,261.0,71.0,False
106958,Dream Cycle,1105590,https://store.steampowered.com/app/1105590/,65,,,,2022-08-09T00:00:00.000Z,"[""Action"", ""Dark"", ""Third Person"", ""Adventure"", ""Controller"", ""First-Person"", ""Surreal"", ""Magic"", ""PvE"", ""Singleplayer"", ""Combat"", ""Roguelite"", ""Story Rich"", ""Stealth"", ""Action-Adventure"", ""Lovecraftian"", ""Exploration"", ""Souls-like"", ""Female Protagonist"", ""Survival""]","[{""name"": ""PC""}]",Cathuria Games,Mixed,243.0,59.0,False
106959,Two Point Campus,1649080,https://store.steampowered.com/app/1649080/,83,1636.0,3052.0,4039.0,2022-08-09T00:00:00.000Z,"[""Comedy"", ""Simulation"", ""City Builder"", ""Retro"", ""Indie"", ""Family Friendly"", ""Economy"", ""Education"", ""Cute"", ""Building"", ""Strategy"", ""Management"", ""Cartoon"", ""Casual"", ""Singleplayer"", ""Replay Value"", ""Sandbox"", ""Funny"", ""Isometric"", ""Cartoony"", ""Tactical""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Two Point Studios,Very Positive*,2308.0,90.0,False
106960,Lost in Play,1328840,https://store.steampowered.com/app/1328840/,85,280.0,304.0,285.0,2022-08-10T00:00:00.000Z,"[""Comedy"", ""Adventure"", ""Fantasy"", ""Indie"", ""Family Friendly"", ""Puzzle"", ""Surreal"", ""Colorful"", ""Atmospheric"", ""Point & Click"", ""2D"", ""Cartoon"", ""Mystery"", ""Casual"", ""Singleplayer"", ""Story Rich"", ""Hand-drawn"", ""Funny"", ""Female Protagonist""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",Happy Juice Games,Overwhelmingly Positive*,1473.0,97.0,False
106961,Tower of Fantasy,2064650,https://store.steampowered.com/app/2064650/,65,,,,2022-10-19T00:00:00.000Z,"[""Action"", ""Drama"", ""Sci-fi"", ""Cyberpunk"", ""Character Customization"", ""Adventure"", ""Multiplayer"", ""Futuristic"", ""RPG"", ""Bullet Time"", ""Post-apocalyptic"", ""Open World"", ""Free to Play"", ""Platformer"", ""Cartoon"", ""Action RPG"", ""3D"", ""MMO"", ""Story Rich"", ""Cinematic"", ""MMORPG"", ""Massively Multiplayer"", ""3D Platformer"", ""Anime"", ""Cartoony"", ""Action-Adventure""]","[{""name"": ""PC""}]",Hotta Studio,Mixed*,4945.0,63.0,False
106962,Arcade Paradise,1388870,https://store.steampowered.com/app/1388870/,76,1540.0,1804.0,2629.0,2022-08-11T00:00:00.000Z,"[""Comedy"", ""Simulation"", ""1990's"", ""Action"", ""America"", ""Retro"", ""Adventure"", ""Old School"", ""Puzzle"", ""Pixel Graphics"", ""Multiplayer"", ""Arcade"", ""First-Person"", ""Management"", ""Score Attack"", ""Realistic"", ""3D"", ""Resource Management"", ""PvP"", ""Funny"", ""Action-Adventure"", ""Local Co-Op""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Nosebleed Interactive,Very Positive,1044.0,88.0,False
106963,Cult of the Lamb,1313140,https://store.steampowered.com/app/1313140/,84,889.0,1228.0,1860.0,2022-08-11T00:00:00.000Z,"[""Action"", ""Dark"", ""Third Person"", ""Character Customization"", ""Adventure"", ""Fantasy"", ""Action Roguelike"", ""Roguelike"", ""Controller"", ""Cute"", ""Building"", ""Dungeon Crawler"", ""Strategy"", ""Colorful"", ""Faith"", ""2D"", ""Singleplayer"", ""Roguelite"", ""Funny"", ""Base Building"", ""Colony Sim""]","[{""name"": ""PC""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Nintendo Switch""}]",Massive Monster,Overwhelmingly Positive*,51382.0,96.0,False
106964,Rumbleverse,,,72,94.0,,814.0,2022-08-11T00:00:00.000Z,"[""Action""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}]","Iron Galaxy Studios, Epic Games",,,,False
106965,Shin-chan: Me and the Professor on Summer Vacation - The Endless Seven-Day Journey,,,76,604.0,724.0,1003.0,2022-08-11T00:00:00.000Z,"[""Simulation"", ""Adventure""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]","Millennium Kitchen, Neos",,,,False
106966,Super Bullet Break,1767170,https://store.steampowered.com/app/1767170/,71,960.0,1129.0,2332.0,2022-08-12T00:00:00.000Z,"[""Deckbuilding"", ""Tactical RPG"", ""Action"", ""Adventure"", ""Fantasy"", ""Card Battler"", ""Roguelike"", ""Turn-Based"", ""Turn-Based Strategy"", ""Cute"", ""Arcade"", ""RPG"", ""Strategy"", ""Hex Grid"", ""Turn-Based Combat"", ""Singleplayer"", ""Combat"", ""Roguelite"", ""Turn-Based Tactics"", ""Strategy RPG"", ""Card Game"", ""Anime"", ""Tactical"", ""Female Protagonist""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}]",BeXide Inc.,Very Positive,347.0,82.0,False
106967,Fashion Police Squad,1319460,https://store.steampowered.com/app/1319460/,78,280.0,388.0,598.0,2022-08-15T00:00:00.000Z,"[""Comedy"", ""Action"", ""Retro"", ""First-Person Shooter"", ""Mod"", ""Adventure"", ""Noir"", ""Old School"", ""Pixel Graphics"", ""Arcade"", ""RPG"", ""First-Person"", ""Colorful"", ""Shooter"", ""FPS"", ""Singleplayer"", ""Action RPG"", ""3D"", ""Combat"", ""Arena Shooter"", ""Funny"", ""Modern""]","[{""name"": ""PC""}]",Mopeful Games,Very Positive,794.0,92.0,False
106968,Blossom Tales 2: The Minotaur Prince,1747830,https://store.steampowered.com/app/1747830/,79,478.0,753.0,1021.0,2022-08-16T00:00:00.000Z,"[""Action"", ""Narration"", ""Retro"", ""Adventure"", ""Fantasy"", ""Family Friendly"", ""Puzzle"", ""Pixel Graphics"", ""Remake"", ""Cute"", ""RPG"", ""Hack and Slash"", ""Mythology"", ""Colorful"", ""Magic"", ""2D"", ""Singleplayer"", ""Top-Down"", ""Action-Adventure"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]","Castle Pixel,  LLC.",Very Positive,157.0,89.0,False
106969,Rollerdrome,1294420,https://store.steampowered.com/app/1294420/,80,288.0,462.0,880.0,2022-08-16T00:00:00.000Z,"[""Comedy"", ""Simulation"", ""Action"", ""Stylized"", ""Adventure"", ""Indie"", ""Conspiracy"", ""Skating"", ""Sports"", ""Arcade"", ""Shooter"", ""Singleplayer"", ""Combat"", ""Arena Shooter"", ""Third-Person Shooter"", ""Funny"", ""Action-Adventure"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",Roll7,Very Positive,1419.0,91.0,False
106970,Way of the Hunter,1288320,https://store.steampowered.com/app/1288320/,64,1404.0,3595.0,,2022-08-16T00:00:00.000Z,"[""Simulation"", ""America"", ""Adventure"", ""Controller"", ""Multiplayer"", ""Sports"", ""Relaxing"", ""First-Person"", ""Nature"", ""Colorful"", ""Open World"", ""Shooter"", ""FPS"", ""Realistic"", ""Singleplayer"", ""3D"", ""Stealth"", ""Exploration"", ""Gun Customization"", ""Hunting""]","[{""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PC""}]",Nine Rocks Games,Very Positive*,3885.0,81.0,False
