id,title,steamAppId,steamUrl,opencriticScore,hltbMain,hltbExtra,hltbCompletionist,releaseDate,genres,platforms,studio,steamReviewScore,steamReviewCount,steamReviewPercent,isDlc
106882,Fobia - St. Dinfna Hotel,1298140,https://store.steampowered.com/app/1298140/,71,655.0,736.0,1344.0,2022-06-28T00:00:00.000Z,"[""Action"", ""Sci-fi"", ""Adventure"", ""Survival Horror"", ""Indie"", ""Puzzle"", ""Demons"", ""Gore"", ""First-Person"", ""Violent"", ""Atmospheric"", ""Shooter"", ""FPS"", ""Mystery"", ""Realistic"", ""Singleplayer"", ""Horror"", ""Story Rich"", ""Thriller"", ""Action-Adventure"", ""Exploration"", ""Survival""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]",Pulsatrix Studios,Very Positive,1313.0,85.0,False
106883,Little Noah: Scion of Paradise,1883260,https://store.steampowered.com/app/1883260/,83,433.0,709.0,2824.0,2022-06-28T00:00:00.000Z,"[""Action"", ""Adventure"", ""Action Roguelike"", ""Steampunk"", ""Roguelike"", ""Controller"", ""JRPG"", ""Cute"", ""RPG"", ""Collectathon"", ""Dungeon Crawler"", ""Metroidvania"", ""Platformer"", ""PvE"", ""2D"", ""Action RPG"", ""3D"", ""Roguelite"", ""Story Rich"", ""Action-Adventure"", ""Exploration"", ""Souls-like"", ""Female Protagonist""]","[{""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}]","Cygames,  Inc., Grounding Inc.",Very Positive,1943.0,92.0,False
106884,MX vs ATV Legends,1205970,https://store.steampowered.com/app/1205970/,58,1131.0,2074.0,2250.0,2022-06-28T00:00:00.000Z,"[""Third Person"", ""Family Friendly"", ""Physics"", ""Controller"", ""Multiplayer"", ""Driving"", ""Motorbike"", ""Sports"", ""Arcade"", ""Offroad"", ""First-Person"", ""Racing"", ""Open World"", ""Realistic"", ""Singleplayer"", ""3D"", ""ATV"", ""PvP"", ""Motocross"", ""VR""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}]",Rainbow Studios,Mostly Positive*,2135.0,77.0,False
106885,Portal: Companion Collection,,,93,645.0,708.0,1200.0,2022-06-28T00:00:00.000Z,"[""Puzzle"", ""Action""]","[{""name"": ""Nintendo Switch""}]",Valve Software,,,,False
106886,Monster Hunter Rise: Sunbreak,1880360,https://store.steampowered.com/app/1880360/,86,2119.0,6925.0,24781.0,2022-06-29T00:00:00.000Z,"[""Multiplayer"", ""JRPG"", ""Action"", ""Character Customization"", ""Adventure"", ""Dating Sim"", ""Anime"", ""Co-op"", ""RPG"", ""Online Co-Op"", ""Action RPG"", ""Hunting""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]","CAPCOM Co.,  Ltd.",Mostly Positive*,1930.0,78.0,False
106887,Cuphead - The Delicious Last Course,1117850,https://store.steampowered.com/app/1117850/,88,210.0,313.0,571.0,2022-06-30T00:00:00.000Z,"[""Action"", ""Retro"", ""Difficult"", ""Adventure"", ""Indie"", ""Multiplayer"", ""2D Platformer"", ""Platformer"", ""2D"", ""Cartoon"", ""Co-op"", ""Singleplayer"", ""Great Soundtrack"", ""Classic"", ""Bullet Hell"", ""Hand-drawn"", ""Soundtrack"", ""Funny"", ""Cartoony"", ""Souls-like"", ""Local Co-Op""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}]",Studio MDHR Entertainment Inc.,Overwhelmingly Positive*,1831.0,95.0,True
106888,Ground Divers!,,,70,,,,2022-06-30T00:00:00.000Z,"[""Arcade"", ""Puzzle"", ""Action""]","[{""name"": ""Nintendo Switch""}]",Arc System Works,,,,False
106889,Outriders Worldslayer,,,72,463.0,987.0,1773.0,2022-06-30T00:00:00.000Z,"[""RPG"", ""Action"", ""Third-Person Shooter""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]","People Can Fly, Square Enix",,,,False
106890,Rabbids: Party of Legends,,,66,175.0,240.0,210.0,2022-06-30T00:00:00.000Z,"[""Puzzle"", ""Action""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}, {""name"": ""Google Stadia""}]","Ubisoft Chengdu, Ubisoft",,,,False
106891,The Jackbox Party Starter,1755580,https://store.steampowered.com/app/1755580/,75,60.0,,,2022-06-29T00:00:00.000Z,"[""Multiplayer"", ""PvP"", ""Comedy"", ""Trivia"", ""Dark"", ""Local Multiplayer"", ""2D"", ""Funny"", ""Cartoon"", ""Indie"", ""Casual"", ""Family Friendly"", ""Co-op"", ""Singleplayer"", ""Dark Comedy"", ""Strategy"", ""Colorful"", ""Local Co-Op""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}]","Jackbox Games,  Inc.",Very Positive,325.0,94.0,False
106892,F1® 22,1692250,https://store.steampowered.com/app/1692250/,81,1347.0,2961.0,5125.0,2022-07-01T00:00:00.000Z,"[""Simulation"", ""Action"", ""Controller"", ""Multiplayer"", ""Split Screen"", ""Driving"", ""Local Multiplayer"", ""Sports"", ""Arcade"", ""Racing"", ""Open World"", ""Immersive Sim"", ""Memes"", ""Realistic"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""Automobile Sim"", ""PvP"", ""VR""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Codemasters,Mixed*,11355.0,64.0,False
106893,Snow Bros. Nick & Tom Special,,,57,85.0,115.0,,2022-07-01T00:00:00.000Z,"[""Arcade"", ""Action"", ""Platformer""]","[{""name"": ""Nintendo Switch""}]","CRT Games, Clear River Games",,,,False
106894,Arcadeggedon,,,75,,,,2022-07-05T00:00:00.000Z,"[""Third-Person Shooter""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]","Illfonic, Illfonic",,,,False
106895,Yurukill: The Calumniation Games,1733840,https://store.steampowered.com/app/1733840/,74,859.0,1165.0,1603.0,2022-07-08T00:00:00.000Z,"[""Action"", ""Dark"", ""Adventure"", ""Detective"", ""Choices Matter"", ""Crime"", ""Arcade"", ""RPG"", ""Strategy"", ""2D Platformer"", ""Platformer"", ""Shooter"", ""2D"", ""Mystery"", ""Visual Novel"", ""Singleplayer"", ""Story Rich"", ""Top-Down"", ""Bullet Hell"", ""Anime"", ""Action-Adventure"", ""Exploration"", ""Top-Down Shooter""]","[{""name"": ""PC""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}]","IzanagiGames, G.rev Ltd., ESQUADRA, inc.",Mostly Positive,50.0,78.0,False
106896,Gwent: Rogue Mage,,,74,826.0,1300.0,2767.0,2022-07-07T00:00:00.000Z,"[""Strategy"", ""Puzzle""]","[{""name"": ""PC""}]","CD PROJEKT RED, CD PROJEKT RED",,,,False
106897,Witch Strandings,1507790,https://store.steampowered.com/app/1507790/,73,,,130.0,2022-07-07T00:00:00.000Z,"[""Simulation"", ""Dark"", ""Multiple Endings"", ""Adventure"", ""Fantasy"", ""Psychological"", ""Pixel Graphics"", ""Choices Matter"", ""Walking Simulator"", ""Minimalist"", ""Nonlinear"", ""Surreal"", ""Mystery Dungeon"", ""Open World"", ""Atmospheric"", ""Mystery"", ""Casual"", ""Dark Fantasy"", ""Singleplayer"", ""Abstract"", ""Horror"", ""Top-Down"", ""Exploration""]","[{""name"": ""PC""}]",Strange Scaffold,Mostly Positive,33.0,75.0,False
106898,Klonoa Phantasy Reverie Series,1730680,https://store.steampowered.com/app/1730680/,78,541.0,667.0,868.0,2022-07-07T00:00:00.000Z,"[""Emotional"", ""1990's"", ""Action"", ""Side Scroller"", ""Adventure"", ""Fantasy"", ""Family Friendly"", ""2.5D"", ""Pixel Graphics"", ""Conversation"", ""Cute"", ""Colorful"", ""Platformer"", ""2D"", ""Casual"", ""Singleplayer"", ""Funny"", ""Anime"", ""Action-Adventure"", ""Local Co-Op""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",MONKEYCRAFT Co. Ltd.,Very Positive,1606.0,94.0,False
106899,Matchpoint - Tennis Championships,1345760,https://store.steampowered.com/app/1345760/,60,784.0,811.0,1020.0,2022-07-07T00:00:00.000Z,"[""Multiplayer"", ""Simulation"", ""PvP"", ""Third Person"", ""Tennis"", ""Local Multiplayer"", ""Character Customization"", ""Controller"", ""Sports"", ""Realistic"", ""Singleplayer"", ""Competitive"", ""3D"", ""Tactical"", ""Physics"", ""eSports""]","[{""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]",Torus Games,Mixed,110.0,69.0,False
106900,Kayak VR: Mirage,1683340,https://store.steampowered.com/app/1683340/,77,165.0,276.0,,2022-07-12T00:00:00.000Z,"[""Simulation"", ""Adventure"", ""Indie"", ""Physics"", ""Multiplayer"", ""Asynchronous Multiplayer"", ""Sports"", ""Arcade"", ""Relaxing"", ""Racing"", ""Nature"", ""Score Attack"", ""Immersive Sim"", ""Casual"", ""Realistic"", ""Singleplayer"", ""6DOF"", ""Linear"", ""Exploration"", ""VR""]","[{""name"": ""PC""}, {""name"": ""HTC Vive""}, {""name"": ""Meta Quest""}]",Better Than Life,Very Positive,929.0,83.0,False
106901,Monument Valley,1927720,https://store.steampowered.com/app/1927720/,82,90.0,144.0,160.0,2022-07-12T00:00:00.000Z,"[""Emotional"", ""Beautiful"", ""Third Person"", ""Adventure"", ""Fantasy"", ""Indie"", ""Puzzle"", ""Relaxing"", ""Strategy"", ""Design & Illustration"", ""Atmospheric"", ""Platformer"", ""Point & Click"", ""Mystery"", ""Casual"", ""Singleplayer"", ""3D"", ""Linear"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""PC""}]",ustwo games,Overwhelmingly Positive*,1555.0,97.0,False
106902,Time on Frog Island,1717510,https://store.steampowered.com/app/1717510/,71,154.0,276.0,462.0,2022-07-12T00:00:00.000Z,"[""Emotional"", ""Action"", ""Adventure"", ""Indie"", ""Puzzle"", ""Cute"", ""Logic"", ""Relaxing"", ""Nature"", ""Colorful"", ""Platformer"", ""Cartoon"", ""Casual"", ""Singleplayer"", ""3D"", ""Trading"", ""Crafting"", ""3D Platformer"", ""Cartoony"", ""Action-Adventure"", ""Exploration""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]",Half Past Yellow,Mostly Positive,252.0,71.0,False
106903,XEL,1674640,https://store.steampowered.com/app/1674640/,45,430.0,618.0,769.0,2022-07-12T00:00:00.000Z,"[""Action"", ""Third Person"", ""Sci-fi"", ""Time Travel"", ""Adventure"", ""Fantasy"", ""Indie"", ""Controller"", ""Time Manipulation"", ""Futuristic"", ""RPG"", ""Colorful"", ""Atmospheric"", ""Singleplayer"", ""Action RPG"", ""3D"", ""Combat"", ""Story Rich"", ""Action-Adventure"", ""Exploration"", ""Female Protagonist""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]",Tiny Roar,Mixed,131.0,46.0,False
106904,Loopmancer,1650810,https://store.steampowered.com/app/1650810/,74,1060.0,1062.0,,2022-07-13T00:00:00.000Z,"[""Action"", ""Dark"", ""Sci-fi"", ""Multiple Endings"", ""Cyberpunk"", ""Adventure"", ""Indie"", ""Action Roguelike"", ""Roguelike"", ""Futuristic"", ""RPG"", ""Hack and Slash"", ""Violent"", ""Artificial Intelligence"", ""2D Platformer"", ""Platformer"", ""2D"", ""Singleplayer"", ""3D"", ""Story Rich"", ""Action-Adventure"", ""Exploration""]","[{""name"": ""PC""}]",eBrain Studio,Mostly Positive,559.0,76.0,False
106905,SUPER UFO FIGHTER,1277870,https://store.steampowered.com/app/1277870/,68,,,,2022-07-13T00:00:00.000Z,"[""Action"", ""Family Friendly"", ""Physics"", ""Controller"", ""Pixel Graphics"", ""Cute"", ""Sports"", ""Arcade"", ""Colorful"", ""2D Platformer"", ""Platformer"", ""2D"", ""Casual"", ""Singleplayer"", ""PvP"", ""Psychedelic"", ""Funny"", ""Anime"", ""Competitive"", ""Tactical"", ""eSports""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",VV-LABO,Positive,19.0,89.0,False
106906,Escape Academy,1812090,https://store.steampowered.com/app/1812090/,80,300.0,354.0,360.0,2022-07-13T00:00:00.000Z,"[""Adventure"", ""Puzzle"", ""Controller"", ""Multiplayer"", ""Split Screen"", ""Local Multiplayer"", ""First-Person"", ""Colorful"", ""Cartoon"", ""Mystery"", ""Casual"", ""Co-op"", ""Visual Novel"", ""Online Co-Op"", ""Singleplayer"", ""3D"", ""Story Rich"", ""Team-Based"", ""Cartoony"", ""Local Co-Op""]","[{""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",Coin Crew Games,Very Positive,890.0,87.0,False
106907,Eyes in the Dark,1039360,https://store.steampowered.com/app/1039360/,81,465.0,1764.0,1321.0,2022-07-14T00:00:00.000Z,"[""Action"", ""Stylized"", ""Difficult"", ""Side Scroller"", ""Twin Stick Shooter"", ""Adventure"", ""Action Roguelike"", ""Steampunk"", ""Historical"", ""Roguelike"", ""Controller"", ""Cute"", ""Minimalist"", ""2D Platformer"", ""Platformer"", ""Shooter"", ""2D"", ""Cartoon"", ""Roguelite"", ""Horror"", ""Cartoony"", ""Action-Adventure""]","[{""name"": ""PC""}]","Under the Stairs, Kontrast",Mostly Positive,107.0,77.0,False
106908,Krut: The Mythic Wings,1649860,https://store.steampowered.com/app/1649860/,57,,120.0,,2022-07-11T00:00:00.000Z,"[""Action"", ""Side Scroller"", ""Adventure"", ""Fantasy"", ""Indie"", ""2.5D"", ""Controller"", ""Fighting"", ""Arcade"", ""Hack and Slash"", ""Mythology"", ""Colorful"", ""2D Platformer"", ""Platformer"", ""Magic"", ""2D"", ""Swordplay"", ""Singleplayer"", ""Combat"", ""Story Rich"", ""Linear"", ""Action-Adventure""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]","RSU Horizon, Good Job Multimedia, Pixel Perfex",Positive,12.0,91.0,False
106909,Legends of Kingdom Rush,1904860,https://store.steampowered.com/app/1904860/,72,528.0,619.0,1440.0,2022-07-14T00:00:00.000Z,"[""Tactical RPG"", ""Fantasy"", ""Family Friendly"", ""Roguelike"", ""Turn-Based"", ""Turn-Based Strategy"", ""Cute"", ""Medieval"", ""RPG"", ""Strategy"", ""Colorful"", ""Hex Grid"", ""Turn-Based Combat"", ""2D"", ""Cartoon"", ""Singleplayer"", ""Combat"", ""Roguelite"", ""Turn-Based Tactics"", ""Strategy RPG"", ""Funny"", ""Cartoony"", ""Tactical""]","[{""name"": ""PC""}]",Ironhide Game Studio,Mixed,1358.0,65.0,False
106910,Mothmen 1966,1755030,https://store.steampowered.com/app/1755030/,74,106.0,130.0,124.0,2022-07-14T00:00:00.000Z,"[""Dark"", ""America"", ""Adventure"", ""Indie"", ""Conspiracy"", ""Supernatural"", ""Noir"", ""Pixel Graphics"", ""Choices Matter"", ""Conversation"", ""Interactive Story"", ""Interactive Fiction"", ""Atmospheric"", ""2D"", ""Mystery"", ""Visual Novel"", ""Singleplayer"", ""Horror"", ""Choose Your Own Adventure"", ""Story Rich"", ""Thriller""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}, {""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}]",LCB Game Studio,Very Positive,272.0,91.0,False
106911,Spidersaurs,1191620,https://store.steampowered.com/app/1191620/,70,136.0,127.0,,2022-07-14T00:00:00.000Z,"[""Comedy"", ""Action"", ""Sci-fi"", ""Adventure"", ""Precision Platformer"", ""Futuristic"", ""Cute"", ""Arcade"", ""Colorful"", ""2D Platformer"", ""Platformer"", ""Shooter"", ""Shoot 'Em Up"", ""Dinosaurs"", ""2D"", ""Linear"", ""Hand-drawn"", ""Funny"", ""Anime"", ""1980s"", ""Female Protagonist""]","[{""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}, {""name"": ""PC""}]",WayForward,Mostly Positive,46.0,73.0,False
106912,The Tale of Bistun,916140,https://store.steampowered.com/app/916140/,69,142.0,193.0,,2022-07-13T00:00:00.000Z,"[""Emotional"", ""Action"", ""Narration"", ""Adventure"", ""Indie"", ""Historical"", ""Controller"", ""Education"", ""Relaxing"", ""Mythology"", ""Nature"", ""Colorful"", ""Atmospheric"", ""Singleplayer"", ""Combat"", ""Story Rich"", ""Isometric"", ""Romance"", ""Action-Adventure"", ""Exploration""]","[{""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}]",Black Cube Games,Very Positive,98.0,87.0,False
106913,LOUD,1838290,https://store.steampowered.com/app/1838290/,74,,,,2023-02-23T00:00:00.000Z,"[""Emotional"", ""Action"", ""Narration"", ""Drama"", ""Character Customization"", ""Comic Book"", ""Mod"", ""Rhythm"", ""Controller"", ""Cute"", ""Arcade"", ""Relaxing"", ""Colorful"", ""Score Attack"", ""Music"", ""Cartoon"", ""Casual"", ""Singleplayer"", ""Hand-drawn"", ""Cartoony"", ""Modern"", ""Female Protagonist""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Hyperstrange,Very Positive,125.0,94.0,False
106914,Video Game Fables,1577690,https://store.steampowered.com/app/1577690/,72,,,,2022-07-15T00:00:00.000Z,"[""Party-Based RPG"", ""Stylized"", ""Adventure"", ""Indie"", ""Satire"", ""Pixel Graphics"", ""Turn-Based"", ""JRPG"", ""Cute"", ""Minimalist"", ""RPG"", ""Colorful"", ""Voxel"", ""Turn-Based Combat"", ""PvE"", ""2D"", ""Singleplayer"", ""3D"", ""Combat"", ""Linear"", ""Funny"", ""Female Protagonist""]","[{""name"": ""PC""}]",Momiji Studios,Positive,31.0,100.0,False
106915,As Dusk Falls,1341820,https://store.steampowered.com/app/1341820/,79,411.0,540.0,901.0,2022-07-19T00:00:00.000Z,"[""Emotional"", ""Art"", ""Action"", ""Dark"", ""Stylized"", ""Multiple Endings"", ""Sexual Content"", ""Adventure"", ""Multiplayer"", ""Choices Matter"", ""Conversation"", ""Crime"", ""Interactive Story"", ""Violent"", ""Co-op Campaign"", ""Mystery"", ""Co-op"", ""Singleplayer"", ""Choose Your Own Adventure"", ""Story Rich"", ""Cinematic"", ""Thriller"", ""Action-Adventure""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}]",INTERIOR/NIGHT,Very Positive,1080.0,88.0,False
106916,Endling - Extinction is Forever,898890,https://store.steampowered.com/app/898890/,79,232.0,262.0,343.0,2022-07-19T00:00:00.000Z,"[""Simulation"", ""Emotional"", ""Action"", ""Dark"", ""Drama"", ""Side Scroller"", ""Adventure"", ""Indie"", ""Choices Matter"", ""Walking Simulator"", ""Cute"", ""Arcade"", ""Nature"", ""Colorful"", ""Atmospheric"", ""Singleplayer"", ""Story Rich"", ""Stealth"", ""Exploration"", ""Female Protagonist"", ""Survival""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 4""}]",Herobeat Studios,Very Positive*,1272.0,94.0,False
106917,Forza Horizon 5: Hot Wheels,1613280,https://store.steampowered.com/app/1613280/,84,460.0,637.0,811.0,2022-07-19T00:00:00.000Z,"[""Racing"", ""Simulation"", ""Open World""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PC""}]",Playground Games,Mixed,1635.0,54.0,True
106918,MultiVersus,1818750,https://store.steampowered.com/app/1818750/,76,475.0,2577.0,5280.0,2022-07-19T00:00:00.000Z,"[""1990's"", ""Action"", ""Character Customization"", ""Comic Book"", ""Beat 'em up"", ""Fantasy"", ""Fighting"", ""Multiplayer"", ""2D Fighter"", ""Colorful"", ""Free to Play"", ""2D Platformer"", ""Platformer"", ""2D"", ""Cartoon"", ""Memes"", ""Co-op"", ""Hand-drawn"", ""Funny"", ""Competitive"", ""1980s"", ""Superhero""]","[{""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]",Player First Games,Mostly Positive*,75425.0,74.0,False
106919,Stray,1332010,https://store.steampowered.com/app/1332010/,84,315.0,406.0,630.0,2022-07-19T00:00:00.000Z,"[""Action"", ""Beautiful"", ""Third Person"", ""Sci-fi"", ""Cyberpunk"", ""Adventure"", ""Indie"", ""Puzzle"", ""Cats"", ""Cute"", ""Robots"", ""Colorful"", ""Open World"", ""Atmospheric"", ""Mystery"", ""Singleplayer"", ""Horror"", ""Stealth"", ""Exploration""]","[{""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]",BlueTwelve Studio,Overwhelmingly Positive*,73550.0,97.0,False
106920,Baldur's Gate: Dark Alliance II,1889930,https://store.steampowered.com/app/1889930/,63,712.0,1009.0,4675.0,2022-07-20T00:00:00.000Z,"[""Action"", ""Character Customization"", ""Adventure"", ""Fantasy"", ""Old School"", ""Multiplayer"", ""Local Multiplayer"", ""RPG"", ""Hack and Slash"", ""Dungeon Crawler"", ""Magic"", ""PvE"", ""Co-op"", ""Action RPG"", ""3D"", ""Combat"", ""Story Rich"", ""Isometric"", ""CRPG"", ""Local Co-Op""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 5""}, {""name"": ""PlayStation 4""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}]","Square One Games Inc., Black Isle Studios",Very Positive,572.0,81.0,False
106921,Hazel Sky,1094920,https://store.steampowered.com/app/1094920/,70,172.0,238.0,253.0,2022-07-19T00:00:00.000Z,"[""Emotional"", ""Action"", ""Narration"", ""Third Person"", ""Multiple Endings"", ""Adventure"", ""Steampunk"", ""Puzzle"", ""Walking Simulator"", ""Colorful"", ""Atmospheric"", ""Platformer"", ""Lore-Rich"", ""Mystery"", ""Singleplayer"", ""3D"", ""Story Rich"", ""3D Platformer"", ""Romance"", ""Exploration"", ""Investigation""]","[{""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""Xbox Series X/S""}, {""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}]",Coffee Addict Studio,Mostly Positive,187.0,70.0,False
106922,Muv-Luv Alternative Total Eclipse,787510,https://store.steampowered.com/app/787510/,74,,,,2022-07-20T00:00:00.000Z,"[""Dark"", ""Drama"", ""Sci-fi"", ""Adventure"", ""Conspiracy"", ""Mechs"", ""Interactive Story"", ""War"", ""Text-Based"", ""Military"", ""2D"", ""Lore-Rich"", ""Casual"", ""Visual Novel"", ""Singleplayer"", ""Aliens"", ""Story Rich"", ""Political"", ""Soundtrack"", ""Romance"", ""Anime""]","[{""name"": ""PC""}]","aNCHOR Inc., fuzz,  Inc.",Very Positive,212.0,93.0,False
106923,NOBUNAGA'S AMBITION: Awakening,1336980,https://store.steampowered.com/app/1336980/,71,1737.0,7500.0,,2022-07-20T00:00:00.000Z,"[""Simulation"", ""Wargame"", ""Alternate History"", ""Historical"", ""Strategy"", ""Management"", ""War"", ""Immersive Sim"", ""Real Time Tactics"", ""Military"", ""Singleplayer"", ""3D"", ""Resource Management"", ""Replay Value"", ""Story Rich"", ""Great Soundtrack"", ""Addictive"", ""Soundtrack"", ""RTS"", ""Grand Strategy"", ""Tactical"", ""Epic""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}]","KOEI TECMO GAMES CO.,  LTD.",Mostly Positive,2111.0,73.0,False
106924,Capcom Arcade 2nd Stadium,1755910,https://store.steampowered.com/app/1755910/,78,,,6840.0,2022-07-21T00:00:00.000Z,"[""Multiplayer"", ""1990's"", ""Action"", ""2D Platformer"", ""Platformer"", ""Local Multiplayer"", ""Retro"", ""Free to Play"", ""2D Fighter"", ""Side Scroller"", ""2D"", ""Arcade"", ""Singleplayer"", ""1980s"", ""3D"", ""4 Player Local"", ""Local Co-Op"", ""Fighting""]","[{""name"": ""Xbox One""}, {""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""Nintendo Switch""}]","CAPCOM Co.,  Ltd.",Mixed,1028.0,68.0,False
106925,Hell Pie,889910,https://store.steampowered.com/app/889910/,70,520.0,634.0,990.0,2022-07-21T00:00:00.000Z,"[""Comedy"", ""Action"", ""Dark"", ""Third Person"", ""Character Customization"", ""Sexual Content"", ""Adventure"", ""Family Friendly"", ""Satire"", ""Demons"", ""Controller"", ""Cute"", ""Collectathon"", ""Violent"", ""Platformer"", ""Cartoon"", ""Singleplayer"", ""3D"", ""Combat"", ""3D Platformer"", ""Cartoony"", ""Action-Adventure""]","[{""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}]",Sluggerfly,Very Positive,957.0,91.0,False
106926,River City Saga: Three Kingdoms,1013220,https://store.steampowered.com/app/1013220/,71,583.0,1137.0,2220.0,2022-07-20T00:00:00.000Z,"[""Comedy"", ""Action"", ""Retro"", ""Beat 'em up"", ""Destruction"", ""Family Friendly"", ""Historical"", ""Old School"", ""Controller"", ""Pixel Graphics"", ""Fighting"", ""Arcade"", ""RPG"", ""Spectacle fighter"", ""2D Platformer"", ""Tutorial"", ""Platformer"", ""PvE"", ""2D"", ""Online Co-Op"", ""Singleplayer"", ""Combat"", ""Funny"", ""Anime""]","[{""name"": ""PlayStation 5""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""PlayStation 4""}]",Arc System Works,Mostly Positive,246.0,71.0,False
106927,LIVE A LIVE,2014380,https://store.steampowered.com/app/2014380/,81,,,,2023-04-27T00:00:00.000Z,"[""1990's"", ""Retro"", ""Sci-fi"", ""Multiple Endings"", ""Mod"", ""Adventure"", ""2.5D"", ""Controller"", ""Pixel Graphics"", ""JRPG"", ""Futuristic"", ""Remake"", ""Medieval"", ""RPG"", ""Western"", ""2D"", ""Singleplayer"", ""Martial Arts"", ""Ninja"", ""Modern"", ""Hunting""]","[{""name"": ""Nintendo Switch""}]","Square Enix, historia Inc.",Very Positive,603.0,86.0,False
