ID,OpenCriticTitle,SteamTitle,SteamURL,SteamReviewsRating,SteamReviewsNum,SteamReviewsPercent,SteamReleaseDate,SteamDeveloper(s),SteamPublisher(s),SteamTags,SteamDLC,SteamDelisted
105977,Nanotale - Typing Chronicles,Nanotale - Typing Chronicles,https://store.steampowered.com/app/944920/,Mostly Positive,658,77,31/3/2021,Fishing Cactus,"Fishing Cactus, PID Games, 2PGames","Action, Adventure, Puzzle, RPG, Action RPG, Exploration, Typing, Colorful, Top-Down, Atmospheric, Family Friendly, Fantasy, Magic, Narration, Story Rich, Female Protagonist, Indie, Soundtrack, Beautiful, Great Soundtrack, Relaxing",FALSE,FALSE
105978,The Binding Of Isaac: Repentance,The Binding of Isaac: Repentance,https://store.steampowered.com/app/1426300/,Very Positive*,6298,81,31/3/2021,"Nicalis,  Inc., Edmund McMillen","Nicalis,  Inc.","Action, Adventure, RPG, Roguelike, Action Roguelike, Dungeon Crawler, Horror, Roguelite, 2D, Pixel Graphics, Atmospheric, Dark, Procedural Generation, Multiplayer, Singleplayer, Indie, Soundtrack, Difficult, Great Soundtrack, Replay Value, Gore",TRUE,FALSE
105979,Outriders,OUTRIDERS,https://store.steampowered.com/app/680420/,Mixed,30339,68,1/4/2021,People Can Fly,Square Enix,"Action, Adventure, RPG, Open World, Shooter, Looter Shooter, Third-Person Shooter, Third Person, Loot, Post-apocalyptic, Sci-fi, Character Customization, Story Rich, Co-op, Multiplayer, Online Co-Op, Singleplayer, Gore, Sexual Content, Violent",FALSE,FALSE
105981,8Doors: Arum's Afterlife Adventure,8Doors: Arum's Afterlife Adventure,https://store.steampowered.com/app/668550/,Mostly Positive,880,79,7/4/2021,Rootless Studio,NEOWIZ,"Action, Adventure, Action-Adventure, Exploration, Platformer, Metroidvania, Side Scroller, Souls-like, 2D, Cute, Hand-drawn, Multiple Endings, Story Rich, Female Protagonist, Singleplayer, Indie, Soundtrack, Difficult, Emotional, Great Soundtrack",FALSE,FALSE
105982,Astro Aqua Kitty,Astro Aqua Kitty,https://store.steampowered.com/app/1346390/,Very Positive,71,88,4/6/2021,TIKIPOD,TIKIPOD,"Action, RPG, Action RPG, Arcade, Management, Mining, Shooter, Shoot 'Em Up, 2D, Cartoon, Cartoony, Cute, Cats, Dog, Futuristic, Sci-fi, Space, Class-Based, Combat, Inventory Management, Singleplayer",FALSE,FALSE
105983,Before Your Eyes,Before Your Eyes,https://store.steampowered.com/app/1082430/,Overwhelmingly Positive*,12483,98,8/4/2021,GoodbyeWorld Games,Skybound Games,"Adventure, Interactive Fiction, Walking Simulator, Cartoon, Cartoony, Colorful, Cute, First-Person, Hand-drawn, Stylized, Family Friendly, Mystery, Philosophical, Surreal, Story Rich, Singleplayer, Drama, Indie, Emotional, Psychological",FALSE,FALSE
105984,Cozy Grove,Cozy Grove,https://store.steampowered.com/app/1458100/,Very Positive*,3642,90,7/4/2021,Spry Fox LLC,Spry Fox LLC,"Casual, Hidden Object, Management, Collectathon, Life Sim, 2D, Cartoon, Cartoony, Colorful, Cute, Atmospheric, Surreal, Character Customization, Crafting, Procedural Generation, Story Rich, Singleplayer, Indie, Funny, Relaxing",FALSE,FALSE
105985,In My Shadow,In My Shadow,https://store.steampowered.com/app/1406200/,Positive,49,83,8/4/2021,Playbae,Alcon Interactive Group,"Adventure, Casual, Puzzle, Platformer, 2D Platformer, Precision Platformer, Side Scroller, 2D, 3D, Colorful, Cute, Dog, Family Friendly, Logic, Female Protagonist, Emotional, Relaxing, Controller",FALSE,FALSE
105986,Potion Party,Potion Party,https://store.steampowered.com/app/1196440/,Very Positive,84,91,8/4/2021,RPGames,RPGames,"Casual, Management, Time Management, 2D, Colorful, Cute, Pixel Graphics, Capitalism, Family Friendly, Fantasy, Medieval, Crafting, PvP, Resource Management, Team-Based, 4 Player Local, Co-op, Local Multiplayer, Multiplayer, Singleplayer",FALSE,FALSE
105987,Scarlet Hood and the Wicked Wood,Scarlet Hood and the Wicked Wood,https://store.steampowered.com/app/1141120/,Very Positive,183,84,8/4/2021,Devespresso Games,Headup,"Adventure, Puzzle, Interactive Fiction, Platformer, Visual Novel, Investigation, Side Scroller, 2D, Anime, Cartoon, Comic Book, Stylized, Text-Based, Choices Matter, Multiple Endings, Story Rich, Female Protagonist, Singleplayer, Indie",FALSE,FALSE
105988,Swarm,Swarm,https://store.steampowered.com/app/1311640/,Very Positive,279,93,12/6/2020,OKYO GAMES,OKYO GAMES,"Action, Rhythm, Score Attack, Singleplayer, Indie, Music, Soundtrack, Difficult, Great Soundtrack, Replay Value, Short, Controller, Free to Play",FALSE,FALSE
105989,Traffic Jams,Traffic Jams,https://store.steampowered.com/app/1301930/,Positive,47,85,8/4/2021,Little Chicken Game Company,Vertigo Games,"Action, Casual, Simulation, Arcade, Automobile Sim, Management, Sandbox, Life Sim, Cartoon, Cartoony, Colorful, VR, Family Friendly, Asymmetric VR, Physics, PvP, 4 Player Local, Local Multiplayer, Multiplayer, Singleplayer, Comedy",FALSE,FALSE
105990,What the Dub?!,What The Dub?!,https://store.steampowered.com/app/1495860/,Very Positive,330,93,8/4/2021,"Wide Right Interactive, Mark Zorn, Kurt Wojda",Wide Right Interactive,"Casual, Board Game, Trivia, Word Game, 2D, 3D, Cartoon, Cartoony, Cinematic, Colorful, FMV, PvE, Team-Based, Local Co-Op, Local Multiplayer, Multiplayer, Funny, Comedy",FALSE,FALSE
105991,Say No! More,Say No! More,https://store.steampowered.com/app/1191900/,Very Positive,1475,90,9/4/2021,Studio Fizbin,Thunderful Publishing,"Action, Adventure, Casual, Experimental, Action-Adventure, Arcade, Shooter, Beat 'em up, On-Rails Shooter, Third-Person Shooter, Cartoon, Cartoony, Colorful, Cute, Pixel Graphics, Stylized, Satire, Singleplayer, Indie, Funny, Comedy",FALSE,FALSE
105992,Toree 3D,Toree 3D,https://store.steampowered.com/app/1554840/,Overwhelmingly Positive,1418,95,9/4/2021,Siactro,Siactro,"Action, Adventure, Action-Adventure, Exploration, Platformer, 3D Platformer, Horror, Precision Platformer, 3D, 3D Vision, Anime, Cartoon, Cartoony, Colorful, Cute, Pixel Graphics, Stylized, Third Person, Surreal, Linear, Psychological, Controller",FALSE,FALSE
105993,Trials of Fire,Trials of Fire,https://store.steampowered.com/app/1038370/,Very Positive*,1576,88,9/4/2021,Whatboy Games,Whatboy Games,"RPG, Strategy, Board Game, Card Game, Roguelike, Turn-Based Strategy, Card Battler, Dungeon Crawler, Roguelite, Tactical RPG, Turn-Based Tactics, 2D, 3D, Tactical, Combat, Deckbuilding, Perma Death, Procedural Generation, Story Rich, Turn-Based Combat, Turn-Based",FALSE,FALSE
105994,Demon Skin,Demon Skin,https://store.steampowered.com/app/1522140/,Mixed,101,69,13/4/2021,Ludus future,ESDigital Games,"Action, Adventure, RPG, Action-Adventure, Platformer, 3D Fighter, 3D Platformer, Beat 'em up, Hack and Slash, Side Scroller, 2.5D, 3D, Atmospheric, Dark, Dark Fantasy, Fantasy, Magic, Combat, Linear, Singleplayer, Controller",FALSE,FALSE
105995,Poison Control,SpongeBob: Krusty Cook-Off,https://store.steampowered.com/app/3592510/,Mixed,36,63,19/8/2025,Entalto Studios,Tilting Point,"Casual, Simulation, Cartoon, Cartoony, Singleplayer, Funny, Comedy",FALSE,FALSE
105997,Ashwalkers,Ashwalkers,https://store.steampowered.com/app/1273690/,Mixed,127,66,15/4/2021,Nameless XIII,"Dear Villagers, 24 Entertainment","Adventure, Interactive Fiction, Management, Survival, Choose Your Own Adventure, Horror, Survival Horror, 3D, Stylized, Atmospheric, Dark, Mystery, Post-apocalyptic, Choices Matter, Conversation, Multiple Endings, Nonlinear, Resource Management, Indie, Emotional",FALSE,FALSE
105998,Deiland: Pocket Planet Edition,Deiland: Pocket Planet Edition,https://store.steampowered.com/app/1623700/,Mixed,119,68,15/12/2021,Chibig,Chibig,"Casual, Simulation, Building, Farming Sim, Sandbox, Visual Novel, Collectathon, Anime, Cute, Agriculture, Family Friendly, Fantasy, Nature, Space, Crafting, Story Rich, Singleplayer, Relaxing",FALSE,FALSE
105999,Forgotten Fields,Forgotten Fields,https://store.steampowered.com/app/1296980/,Mostly Positive,67,74,14/4/2021,Frostwood Interactive,Dino Digital,"Adventure, Interactive Fiction, Visual Novel, Walking Simulator, Cinematic, Colorful, Minimalist, Stylized, Third Person, Atmospheric, Foreign, Philosophical, Conversation, Multiple Endings, Story Rich, Singleplayer, Drama, Emotional, Relaxing",FALSE,FALSE
106000,Godstrike,Godstrike,https://store.steampowered.com/app/1476170/,Mixed,175,67,15/4/2021,OverPowered Team,indie.io,"Action, Adventure, Arcade, Roguelike, Shooter, Action Roguelike, Bullet Hell, Roguelite, Twin Stick Shooter, 3D, Anime, Colorful, Top-Down, Fantasy, Bullet Time, Combat, Singleplayer, Indie, Difficult, Controller",FALSE,FALSE
106001,Hitchhiker,HitchHiker,https://store.steampowered.com/app/1003120/,Mixed,155,67,15/4/2021,Mad About Pandas,Versus Evil,"Adventure, Interactive Fiction, Visual Novel, First-Person, Atmospheric, Dark, Mystery, Philosophical, Surreal, Conversation, Narration, Story Rich, Singleplayer, Drama, Indie, Emotional, Psychological, Short, Mature",FALSE,FALSE
106002,Quantum League,Quantum League,https://store.steampowered.com/app/651150/,Mostly Positive*,1261,75,15/4/2021,Nimble Giant Entertainment,Nimble Giant Entertainment,"Action, Sports, Strategy, eSports, Shooter, Arena Shooter, FPS, First-Person, Futuristic, Tactical, Time Travel, Bullet Time, Character Customization, PvP, Multiplayer, Online Co-Op, Indie, Competitive, Difficult, Funny, Early Access",FALSE,FALSE
106003,Rain on Your Parade,Rain on Your Parade,https://store.steampowered.com/app/1213230/,Overwhelmingly Positive,677,96,15/4/2021,Unbound Creations,Unbound Creations,"Action, Adventure, Casual, Puzzle, Simulation, Stealth, 3D, Colorful, Cute, Destruction, Family Friendly, Memes, Surreal, Physics, Villain Protagonist, Singleplayer, Indie, Funny, Relaxing, Comedy",FALSE,FALSE
106004,SaGa Frontier Remastered,SaGa Frontier Remastered,https://store.steampowered.com/app/1295270/,Very Positive,518,92,15/4/2021,"Square Enix, Bullets",Square Enix,"RPG, Party-Based RPG, JRPG, 2D, Anime, Combat, Story Rich, Turn-Based Combat, Singleplayer, Drama, Soundtrack, Turn-Based, Classic, Great Soundtrack",FALSE,FALSE
106005,Shadow Man Remastered,Shadow Man Remastered,https://store.steampowered.com/app/1413870/,Overwhelmingly Positive,1221,95,15/4/2021,"Nightdive Studios, Acclaim Studios Teesside",Nightdive Studios,"Action, Adventure, Puzzle, Action-Adventure, Exploration, Platformer, Shooter, 3D Platformer, Horror, Metroidvania, Third-Person Shooter, 3D, Third Person, Atmospheric, Dark, Demons, Old School, Retro, Surreal, Combat",FALSE,FALSE
106007,The Darkside Detective: A Fumble in the Dark,The Darkside Detective: A Fumble in the Dark,https://store.steampowered.com/app/795420/,Overwhelmingly Positive,1439,96,15/4/2021,Spooky Doorway,Akupara Games,"Adventure, Casual, Puzzle, Exploration, Interactive Fiction, Point & Click, Visual Novel, Investigation, 2D, Pixel Graphics, Text-Based, Atmospheric, Dark, Detective, Mystery, Retro, Story Rich, Funny, Comedy, Dark Comedy",FALSE,FALSE
106009,Maskmaker,Maskmaker,https://store.steampowered.com/app/1337530/,Very Positive,239,92,20/4/2021,InnerspaceVR,Vertigo Games,"Adventure, Puzzle, Exploration, Interactive Fiction, Open World, 3D, Cinematic, First-Person, Stylized, VR, Atmospheric, Fantasy, 6DOF, Narration, Nonlinear, Physics, Story Rich, Silent Protagonist, Singleplayer, Indie",FALSE,FALSE
106010,Silicon Dreams,Silicon Dreams,https://store.steampowered.com/app/1272070/,Very Positive,209,94,20/4/2021,"James Patton, Clockwork Bird",Clockwork Bird,"Adventure, Experimental, Point & Click, Visual Novel, Investigation, First-Person, Atmospheric, Cyberpunk, Detective, Futuristic, Political, Sci-fi, Choices Matter, Conversation, Multiple Endings, Story Rich, Singleplayer, Indie, Emotional",FALSE,FALSE
106012,Atelier Sophie: The Alchemist of the Mysterious Book DX,Atelier Sophie: The Alchemist of the Mysterious Book DX,https://store.steampowered.com/app/1502970/,Very Positive,848,89,21/4/2021,"KOEI TECMO GAMES CO.,  LTD.","KOEI TECMO GAMES CO.,  LTD.","Adventure, Casual, RPG, Simulation, Exploration, Collectathon, JRPG, Anime, Colorful, Cute, Fantasy, Combat, Crafting, Story Rich, Turn-Based Combat, Female Protagonist, Singleplayer, Soundtrack, Turn-Based, Emotional, Great Soundtrack, Lore-Rich",FALSE,FALSE
106013,World Splitter,World Splitter,https://store.steampowered.com/app/1545590/,Positive,12,91,21/4/2021,NeoBird,Spaceflower,"Action, Adventure, Casual, Puzzle, Arcade, Platformer, 2D Platformer, Precision Platformer, 2D, Colorful, Cute, Split Screen, Family Friendly, Logic, Local Co-Op, Singleplayer, Indie, Difficult, Controller",FALSE,FALSE
106014,Atelier Firis: The Alchemist and the Mysterious Journey DX,Atelier Firis: The Alchemist and the Mysterious Journey DX,https://store.steampowered.com/app/1502980/,Mostly Positive,398,73,21/4/2021,"KOEI TECMO GAMES CO.,  LTD.","KOEI TECMO GAMES CO.,  LTD.","Adventure, Casual, RPG, Simulation, Exploration, Collectathon, JRPG, Anime, Colorful, Cute, Fantasy, Combat, Crafting, Story Rich, Turn-Based Combat, Female Protagonist, Singleplayer, Soundtrack, Turn-Based, Emotional, Great Soundtrack, Lore-Rich",FALSE,FALSE
106015,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,https://store.steampowered.com/app/1502990/,Very Positive,347,91,21/4/2021,"KOEI TECMO GAMES CO.,  LTD.","KOEI TECMO GAMES CO.,  LTD.","Adventure, Casual, RPG, Simulation, Exploration, Collectathon, JRPG, Anime, Colorful, Cute, Fantasy, Combat, Crafting, Story Rich, Turn-Based Combat, Female Protagonist, Singleplayer, Soundtrack, Turn-Based, Emotional, Great Soundtrack, Lore-Rich",FALSE,FALSE
106016,Buildings Have Feelings Too,Buildings Have Feelings Too!,https://store.steampowered.com/app/945740/,Mixed,49,53,22/4/2021,Blackstaff Games,"Silver Lining Interactive, Maple Whispering Limited","Casual, Puzzle, Simulation, Strategy, Base Building, Building, Management, City Builder, 2D, Cute, Economy, Story Rich, Singleplayer, Indie, Soundtrack, Great Soundtrack, Replay Value",FALSE,FALSE
106017,Immortals Fenyx Rising: The Lost Gods,Immortals Fenyx Rising – The Lost Gods,https://store.steampowered.com/app/2222842/,Mostly Negative,96,22,15/12/2022,Ubisoft,Ubisoft,"Action, Adventure, RPG",TRUE,FALSE
106021,Smelter,Smelter,https://store.steampowered.com/app/1094540/,Mixed,157,65,22/4/2021,"X PLUS Co.,  Ltd.","DANGEN Entertainment, Gamirror Games, Intragames","Action, Adventure, Simulation, Strategy, Action-Adventure, Base Building, Building, Platformer, RTS, Tower Defense, 2D Platformer, City Builder, Colony Sim, Hack and Slash, Side Scroller, 2D, Anime, Fantasy, Superhero, Story Rich, Female Protagonist",FALSE,FALSE
106023,Turnip Boy Commits Tax Evasion,Turnip Boy Commits Tax Evasion,https://store.steampowered.com/app/1205450/,Overwhelmingly Positive*,6643,95,22/4/2021,Snoozy Kazoo,Graffiti Games,"Action, Adventure, Casual, Puzzle, RPG, Exploration, Horror, 2D, Cartoon, Cartoony, Cute, Pixel Graphics, Top-Down, Crime, Memes, Story Rich, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Psychological, Comedy",FALSE,FALSE
106024,Wraith: The Oblivion - Afterlife,Wraith: The Oblivion - Afterlife,https://store.steampowered.com/app/1386870/,Mixed,85,58,25/5/2021,Fast Travel Games,Fast Travel Games,"Adventure, Exploration, Stealth, Horror, First-Person, VR, Singleplayer, Psychological",FALSE,FALSE
106025,Battle Axe,Battle Axe,https://store.steampowered.com/app/1167300/,Mixed,103,56,29/4/2021,Bitmap Bureau,Numskull Games,"Action, Adventure, Arcade, Exploration, Hack and Slash, Pixel Graphics, Top-Down, Fantasy, Retro, Female Protagonist, Local Co-Op, Singleplayer",FALSE,FALSE
106026,NieR Replicant ver.1.22474487139,NieR Replicant ver.1.22474487139...,https://store.steampowered.com/app/1113560/,Very Positive,10701,90,23/4/2021,"Square Enix, Toylogic Inc.",Square Enix,"Action, Adventure, RPG, Action RPG, Character Action Game, Bullet Hell, Hack and Slash, JRPG, Anime, Atmospheric, Dark, Dark Fantasy, Fantasy, Magic, Post-apocalyptic, Story Rich, Singleplayer, Soundtrack, Classic, Cult Classic, Great Soundtrack, Nudity, Violent",FALSE,FALSE
106030,Insurmountable,Insurmountable,https://store.steampowered.com/app/1385100/,Mostly Positive,762,78,29/4/2021,ByteRockers' Games,Daedalic Entertainment,"Adventure, Simulation, Strategy, Exploration, Management, Roguelike, Survival, Roguelite, Turn-Based Tactics, Stylized, Text-Based, Atmospheric, Nature, Tactical, Choices Matter, Perma Death, Resource Management, Singleplayer, Indie, Turn-Based, Replay Value",FALSE,FALSE
106031,Legend of Keepers: Career of a Dungeon Manager,Legend of Keepers,https://store.steampowered.com/app/978520/,Mostly Positive*,1564,76,29/4/2021,Goblinz Studio,Goblinz Publishing,"RPG, Strategy, Board Game, Management, Roguelike, Dungeon Crawler, Roguelite, Turn-Based Tactics, Pixel Graphics, Dark, Dark Fantasy, Fantasy, Gothic, Lovecraftian, Combat, Turn-Based Combat, Villain Protagonist, Singleplayer, Turn-Based, Difficult, Replay Value",FALSE,FALSE
106032,Star Wars Pinball VR,Star Wars™ Pinball VR,https://store.steampowered.com/app/1530770/,Mixed,173,40,29/4/2021,Zen Studios,Zen Studios,"Casual, Simulation, Arcade, Pinball, 3D, VR, Family Friendly, Retro, Sci-fi, Space, Physics, Score Attack, Singleplayer",FALSE,FALSE
106033,Total War: Rome Remastered,Total War: ROME REMASTERED,https://store.steampowered.com/app/885970/,Mostly Positive*,7467,77,29/4/2021,"Creative Assembly, Feral Interactive",SEGA,"Action, Strategy, Diplomacy, RTS, Turn-Based Strategy, 4X, Grand Strategy, Real Time Tactics, Turn-Based Tactics, Wargame, Historical, Medieval, Rome, Tactical, War, Combat, Turn-Based Combat, Multiplayer, Singleplayer, Remake, Turn-Based, Classic",FALSE,FALSE
106035,Returnal,Returnal™,https://store.steampowered.com/app/1649240/,Very Positive,3886,81,15/2/2023,"Housemarque, Climax Studios",PlayStation Publishing LLC,"Action, Arcade, Roguelike, Shooter, Action Roguelike, Bullet Hell, Horror, Roguelite, Souls-like, Third-Person Shooter, Atmospheric, Sci-fi, Space, Female Protagonist, Co-op, Multiplayer, Online Co-Op, Singleplayer, Difficult, Psychological",FALSE,FALSE
106036,R-Type Final 2,R-Type Final 2,https://store.steampowered.com/app/1442820/,Mostly Positive,634,75,30/4/2021,Granzella Inc.,"NIS America,  Inc.","Action, Arcade, Shooter, Bullet Hell, Shoot 'Em Up, Side Scroller, 3D, Sci-fi, Space, Character Customization, Singleplayer, Difficult",FALSE,FALSE
106038,VR Skater,VR Skater,https://store.steampowered.com/app/1285920/,Very Positive,221,87,22/2/2024,DEFICIT Games,Perp Games,"Simulation, Sports, Arcade, eSports, Exploration, Platformer, Skateboarding, 3D Platformer, Immersive Sim, Runner, 3D, Realistic, VR, 1990's, Parkour, 6DOF, Driving, Physics, Singleplayer, Soundtrack, Difficult",FALSE,FALSE
