ID,OpenCriticTitle,SteamTitle,SteamURL,SteamReviewsRating,SteamReviewsNum,SteamReviewsPercent,SteamReleaseDate,SteamDeveloper(s),SteamPublisher(s),SteamTags,SteamDLC,SteamDelisted
105893,Gravity Heroes,Gravity Heroes,https://store.steampowered.com/app/1020310/,Positive,11,90,19/2/2021,"Studica Solution, Electric Monkeys",PQube,"Action, Arcade, Platformer, Shooter, 2D Platformer, Arena Shooter, Shoot 'Em Up, 2D, Colorful, Pixel Graphics, 1990's, Robots, Sci-fi, PvE, PvP, 4 Player Local, Co-op, Co-op Campaign, Local Co-Op, Indie, Difficult",FALSE,FALSE
105894,Pawn of the Dead,Pawn of the Dead,https://store.steampowered.com/app/890130/,Positive,43,90,19/2/2021,Aslan Game Studio,Aslan Game Studio,"Puzzle, Strategy, Board Game, Chess, Survival, Turn-Based Strategy, Turn-Based Tactics, 3D, Dark, Dark Fantasy, Fantasy, Gothic, Medieval, Tactical, Procedural Generation, Story Rich, Local Multiplayer, Multiplayer, Singleplayer, Indie, Turn-Based",FALSE,FALSE
105895,Voyage,Voyage,https://store.steampowered.com/app/1051950/,Very Positive,134,86,18/2/2021,Venturous,Venturous,"Adventure, Casual, Exploration, Platformer, Walking Simulator, Side Scroller, 2D, Cinematic, Hand-drawn, Atmospheric, Mystery, Sci-fi, Female Protagonist, Co-op, Local Co-Op, Singleplayer, Indie, Emotional, Relaxing, Short",FALSE,FALSE
105896,ENDER LILIES: Quietus of the Knights,ENDER LILIES: Quietus of the Knights,https://store.steampowered.com/app/1369630/,Very Positive*,10129,94,21/6/2021,"Live Wire, Adglobe",Binary Haze Interactive,"Action, RPG, Action RPG, Metroidvania, Souls-like, 2D, Anime, Hand-drawn, Atmospheric, Dark, Dark Fantasy, Dragons, Fantasy, Medieval, Post-apocalyptic, Multiple Endings, Female Protagonist, Singleplayer, Indie, Soundtrack, Difficult, Great Soundtrack",FALSE,FALSE
105897,Persona 5 Strikers,Persona 5 Strikers,https://store.steampowered.com/app/1382330/,Very Positive,6787,91,22/2/2021,ATLUS,SEGA,"Action, Adventure, RPG, Simulation, Action RPG, Action-Adventure, Platformer, 3D Platformer, Hack and Slash, JRPG, 2D, 3D, Anime, Colorful, Third Person, Atmospheric, Story Rich, Singleplayer, Soundtrack, Funny, Great Soundtrack",FALSE,FALSE
105898,Rogue Heroes: Ruins of Tasos,Rogue Heroes: Ruins of Tasos,https://store.steampowered.com/app/787810/,Very Positive*,1433,80,23/2/2021,Heliocentric Studios,Team17 Digital,"Action, Adventure, RPG, Action RPG, Action-Adventure, Exploration, Roguelike, Action Roguelike, Roguelite, 2D, Pixel Graphics, Fantasy, Fishing, Co-op, Local Multiplayer, Multiplayer, Online Co-Op, Singleplayer, Indie, Controller",FALSE,FALSE
105899,Taxi Chaos,Taxi Chaos,https://store.steampowered.com/app/1457570/,Mixed,20,45,19/10/2021,Team6 Game Studios,"Lion Castle Entertainment, Current Games","Racing, Arcade, Hidden Object, Management, Open World, Platformer, 3D Platformer, Collectathon, Time Management, 3D, Stylized, Third Person, Modern, Driving, Score Attack, Singleplayer, Mod, Funny",FALSE,FALSE
105900,Breathedge,Breathedge,https://store.steampowered.com/app/738520/,Mostly Positive*,5173,72,25/2/2021,RedRuins Softworks,"HypeTrain Digital, RedRuins Softworks","Action, Adventure, Simulation, Action-Adventure, Base Building, Building, Exploration, Open World, Sandbox, Survival, Open World Survival Craft, First-Person, Aliens, Atmospheric, Futuristic, Sci-fi, Space, Crafting, Singleplayer, Indie, Early Access",FALSE,FALSE
105901,Ghosts 'n Goblins Resurrection,Ghosts 'n Goblins Resurrection,https://store.steampowered.com/app/1375400/,Mostly Positive,940,77,31/5/2021,"CAPCOM Co.,  Ltd.","CAPCOM Co.,  Ltd.","Action, Platformer, 2D Platformer, Side Scroller, 2D, Hand-drawn, 1980s, Dark, Dark Fantasy, Demons, Dragons, Fantasy, Magic, Old School, Retro, Multiple Endings, PvE, Score Attack, Local Co-Op, Singleplayer, Difficult",FALSE,FALSE
105902,Mighty Fight Federation,Mighty Fight Federation,https://store.steampowered.com/app/1096690/,Mostly Positive,28,78,1/3/2021,Komi Games Inc.,Forthright Entertainment,"Action, Arcade, Fighting, 3D Fighter, Beat 'em up, Spectacle fighter, 3D, Anime, Colorful, 1990's, Old School, Retro, Combat, Martial Arts, PvP, 4 Player Local, Local Multiplayer, Multiplayer, Comedy, Controller",FALSE,FALSE
105903,Moving Out: Movers in Paradise,Moving Out - Movers in Paradise,https://store.steampowered.com/app/1464740/,Positive,30,90,25/2/2021,"SMG Studio, Devm Games",Team17 Digital Ltd,"Action, Casual, Simulation, Cartoon, Cartoony, Colorful, Family Friendly, Local Co-Op, Multiplayer, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Comedy",TRUE,FALSE
105904,RetroMania Wrestling,RetroMania Wrestling,https://store.steampowered.com/app/1252300/,Very Positive,224,81,25/2/2021,Retrosoft Studios,Retrosoft Studios,"Action, Sports, Fighting, Wrestling, Retro, Indie",FALSE,FALSE
105905,Room to Grow,Room to Grow,https://store.steampowered.com/app/1471960/,Very Positive,173,97,25/2/2021,Mischka Kamener,Mischka Kamener,"Casual, Puzzle, Strategy, Sokoban, 2D, Cute, Stylized, Logic, Singleplayer, Indie, Difficult, Relaxing",FALSE,FALSE
105907,Cotton Reboot!,COTTON REBOOT!,https://store.steampowered.com/app/1656820/,Mostly Positive,63,74,10/11/2021,"Rocket-Engine Co., Ltd.",BEEP,"Action, Arcade, Platformer, Shooter, 2D Platformer, Bullet Hell, Shoot 'Em Up, Side Scroller, 2D, Anime, Cute, Hand-drawn, Pixel Graphics, 1990's, Dark, Dark Fantasy, Fantasy, Magic, Retro, Score Attack, Female Protagonist, Singleplayer, Controller",FALSE,FALSE
105908,Foregone,Foregone,https://store.steampowered.com/app/1000760/,Very Positive,1287,81,1/3/2021,Big Blue Bubble,Big Blue Bubble,"Action, Adventure, Action-Adventure, Exploration, Platformer, Roguelike, Hack and Slash, Metroidvania, Roguelite, Side Scroller, Souls-like, 2D, Pixel Graphics, Atmospheric, Story Rich, Female Protagonist, Singleplayer, Indie, Difficult, Replay Value",FALSE,FALSE
105910,Maquette,Maquette,https://store.steampowered.com/app/762840/,Mixed,575,69,2/3/2021,Graceful Decay,Annapurna Interactive,"Adventure, Puzzle, Exploration, Platformer, Walking Simulator, 3D, Colorful, First-Person, Stylized, Atmospheric, Mystery, Romance, Story Rich, Singleplayer, Drama, Indie, Soundtrack, Beautiful, Emotional, Great Soundtrack",FALSE,FALSE
105911,Monster Jam Steel Titans 2,Monster Jam Steel Titans 2,https://store.steampowered.com/app/1205480/,Mostly Positive,290,78,2/3/2021,Rainbow Studios,THQ Nordic,"Action, Adventure, Racing, Sports, Arcade, Exploration, First-Person, Third Person, Family Friendly, Fantasy, Offroad, Driving, Physics, PvP, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Remake",FALSE,FALSE
105912,Neptunia Virtual Stars,Neptunia Virtual Stars,https://store.steampowered.com/app/1399840/,Mixed,365,55,29/3/2021,"Idea Factory, Compile Heart",Idea Factory International,"Action, Adventure, RPG, Action RPG, Party-Based RPG, Hack and Slash, JRPG, 3D, Anime, Cute, Third Person, Fantasy, Character Customization, Combat, Female Protagonist, Singleplayer, Funny, Comedy, Nudity, Sexual Content",FALSE,FALSE
105914,Revita,Revita,https://store.steampowered.com/app/1175460/,Very Positive,1631,84,21/4/2022,BenStar,"Dear Villagers, Doyoyo Games","Action, Adventure, RPG, Action-Adventure, Roguelike, Shooter, Action Roguelike, Dungeon Crawler, Looter Shooter, Roguelite, Twin Stick Shooter, 2D, Colorful, Cute, Pixel Graphics, Loot, Old School, Retro, Gun Customization, Procedural Generation, PvE, Score Attack",FALSE,FALSE
105915,Sir Lovelot,Sir Lovelot,https://store.steampowered.com/app/1055170/,Very Positive,59,88,3/3/2021,pixel games SARL-S,pixel games SARL-S,"Action, Adventure, Puzzle, Action-Adventure, Platformer, 2D Platformer, Precision Platformer, 2D, Pixel Graphics, Family Friendly, Fantasy, Medieval, Old School, Retro, Choices Matter, Score Attack, Singleplayer, Indie, Difficult, Funny",FALSE,FALSE
105916,Everhood,Everhood,https://store.steampowered.com/app/1229380/,Overwhelmingly Positive*,8021,95,4/3/2021,"Chris Nordgren, Jordi Roca","Foreign Gnomes, Surefire.Games","Action, Adventure, RPG, Action-Adventure, Rhythm, Bullet Hell, 2.5D, 2D, Colorful, Pixel Graphics, Psychedelic, Surreal, Level Editor, Multiple Endings, Story Rich, Singleplayer, Indie, Music, Soundtrack, Epic, Great Soundtrack",FALSE,FALSE
105917,Gnosia,GNOSIA,https://store.steampowered.com/app/1608290/,Very Positive*,642,93,23/1/2022,Petit Depotto,PLAYISM,"Adventure, RPG, Simulation, Visual Novel, Horror, Roguelite, Anime, Atmospheric, Detective, LGBTQ+, Mystery, Sci-fi, Space, Time Travel, Class-Based, Story Rich, Singleplayer, Indie, Psychological",FALSE,FALSE
105918,Loop Hero,Loop Hero,https://store.steampowered.com/app/1282730/,Very Positive*,15457,91,4/3/2021,Four Quarters,Devolver Digital,"Adventure, RPG, Strategy, Card Game, Management, Roguelike, Strategy RPG, Roguelite, Time Management, Turn-Based Tactics, 2D, Minimalist, Pixel Graphics, Dark, Dark Fantasy, Fantasy, Old School, Tactical, Choices Matter, Deckbuilding, Resource Management, Story Rich, Indie, Turn-Based",FALSE,FALSE
105919,Mail Mole,Mail Mole,https://store.steampowered.com/app/1273540/,Very Positive,168,89,4/3/2021,"Talpa Games, Undercoders",Undercoders,"Adventure, Puzzle, Exploration, Platformer, 3D Platformer, Collectathon, 3D, Cartoon, Cartoony, Colorful, Cute, Stylized, Third Person, Family Friendly, Old School, Character Customization, Singleplayer, Indie, Funny, Comedy, Controller",FALSE,FALSE
105922,The Life and Suffering of Sir Brante,The Life and Suffering of Sir Brante,https://store.steampowered.com/app/1272160/,Very Positive*,2516,89,4/3/2021,"Sever, Schisma Games",101XP,"Adventure, RPG, Simulation, Strategy, Tabletop, Interactive Fiction, Management, Visual Novel, Choose Your Own Adventure, 2D, Text-Based, Atmospheric, Dark, Dark Fantasy, Fantasy, Medieval, Choices Matter, Story Rich, Singleplayer, Indie, Replay Value, Violent",FALSE,FALSE
105923,Antonball Deluxe,Antonball Deluxe,https://store.steampowered.com/app/1382320/,Overwhelmingly Positive,729,96,5/3/2021,Summitsphere,Summitsphere,"Action, Adventure, Casual, Puzzle, Arcade, Platformer, 2D Platformer, 2D, Colorful, Pixel Graphics, Family Friendly, Old School, Retro, PvP, Multiplayer, Singleplayer, Indie, Competitive, Funny, Comedy",FALSE,FALSE
105924,Harvest Moon: One World,Harvest Moon: One World,https://store.steampowered.com/app/1246870/,Mixed,113,61,7/9/2021,"Natsume Inc., Appci",Natsume Inc.,"Adventure, RPG, Simulation, Farming Sim, Choose Your Own Adventure, 3D, Cartoon, Cartoony, Colorful, Agriculture, Crafting, Singleplayer",FALSE,FALSE
105925,Stronghold: Warlords,Stronghold: Warlords,https://store.steampowered.com/app/907650/,Mixed*,1839,63,9/3/2021,FireFly Studios,FireFly Studios,"Simulation, Strategy, Base Building, Building, Management, Open World, RTS, Sandbox, City Builder, Colony Sim, Real Time Tactics, Isometric, Top-Down, Economy, Historical, Medieval, Military, War, Resource Management, Real-Time",FALSE,FALSE
105926,Beach Buggy Racing 2: Island Adventure,Beach Buggy Racing 2,https://store.steampowered.com/app/1230800/,Very Positive,635,92,10/3/2021,Vector Unit,Vector Unit,"Racing, Cartoon, Split Screen, Physics, 4 Player Local, Local Multiplayer, Multiplayer, Controller, Early Access",FALSE,FALSE
105927,Blind Drive,Blind Drive,https://store.steampowered.com/app/1300600/,Very Positive,322,95,10/3/2021,Lo-Fi People,Lo-Fi People,"Action, Adventure, Experimental, Racing, Action-Adventure, Arcade, Automobile Sim, Minimalist, Stylized, Atmospheric, Dark, Thriller, Driving, Narration, Story Rich, Singleplayer, Indie, Fast-Paced, Funny, Short",FALSE,FALSE
105929,Flow Weaver,Flow Weaver,https://store.steampowered.com/app/1024850/,,,,3/5/2021,"Games by Stitch, Silverstring Media Inc.","Canada Media Fund, Ontario Creates, The Games Institute","Adventure, Puzzle, Investigation, 3D, Cinematic, First-Person, VR, Atmospheric, Fantasy, Magic, Narration, Story Rich, Tutorial, Singleplayer, Indie",FALSE,FALSE
105930,Lust From Beyond,Lust from Beyond,https://store.steampowered.com/app/1035120/,Very Positive,1669,81,11/3/2021,Movie Games Lunarium,Movie Games S.A.,"Sexual Content, Nudity, Mature, Horror, Gore, Lovecraftian, Psychological Horror, Violent, NSFW, Singleplayer, First-Person, Adventure, Survival Horror, Action, Atmospheric, Indie, Mystery, Illuminati, Exploration, Stealth",FALSE,FALSE
105931,Monster Energy Supercross - The Official Videogame 4,Monster Energy Supercross - The Official Videogame 4,https://store.steampowered.com/app/1304340/,Mixed,498,69,11/3/2021,Milestone S.r.l.,Milestone S.r.l.,"Racing, Simulation, Sports, Motocross, First-Person, Third Person, Motorbike, PvP, Multiplayer, Singleplayer",FALSE,FALSE
105932,Total War: Three Kingdoms - Fates Divided,Total War: THREE KINGDOMS - Fates Divided,https://store.steampowered.com/app/1493250/,Mixed,613,59,11/3/2021,"CREATIVE ASSEMBLY, Feral Interactive, Feral Interactive",SEGA,"Action, Strategy, Violent",TRUE,FALSE
105933,A-Train: All Aboard! Tourism,A-Train: All Aboard! Tourism,https://store.steampowered.com/app/1685460/,Mostly Positive,170,72,7/12/2021,ARTDINK,KOMODO,"Simulation, Building, Management, City Builder, Immersive Sim, 3D, Top-Down, Economy, Trains, Level Editor, Resource Management, Singleplayer",FALSE,FALSE
105934,Pascal's Wager Definitive Edition,Pascal's Wager: Definitive Edition,https://store.steampowered.com/app/1456650/,Mostly Positive,1168,70,11/3/2021,TipsWorks,Giant Global,"Action, Adventure, RPG, Action RPG, Action-Adventure, Souls-like, 3D, Third Person, Atmospheric, Dark, Dark Fantasy, Fantasy, Story Rich, Female Protagonist, Singleplayer, Difficult",FALSE,FALSE
105935,Eximius: Seize the Frontline,Eximius: Seize the Frontline,https://store.steampowered.com/app/505740/,Mostly Positive,495,74,16/3/2021,Ammobox Studios,Ammobox Studios,"Action, Sports, Strategy, Base Building, Building, eSports, RTS, Shooter, FPS, Hero Shooter, Real Time Tactics, 3D, First-Person, Isometric, Futuristic, Military, Post-apocalyptic, War, PvE, PvP, Team-Based, Competitive",FALSE,FALSE
105936,Mundaun,Mundaun,https://store.steampowered.com/app/720350/,Very Positive,1221,93,16/3/2021,Hidden Fields,Annapurna Interactive,"Adventure, Puzzle, Exploration, Walking Simulator, Horror, Cinematic, First-Person, Hand-drawn, Stylized, Atmospheric, Dark, Foreign, Mystery, Nature, Surreal, Thriller, Story Rich, Singleplayer, Emotional, Psychological",FALSE,FALSE
105937,R.B.I. Baseball 21,R.B.I. Baseball 21,https://store.steampowered.com/app/1462150/,Mixed,179,54,16/3/2021,MLB,MLB,"Sports, Arcade, Baseball, 3D, Realistic, Third Person, Multiplayer",FALSE,FALSE
105938,Adios,Adios,https://store.steampowered.com/app/1271400/,Very Positive,1003,94,16/3/2021,Mischief,Mischief,"Adventure, Exploration, Interactive Fiction, Point & Click, Walking Simulator, Horror, First-Person, Atmospheric, Crime, Dark, Mystery, Thriller, Choices Matter, Conversation, Story Rich, Singleplayer, Drama, Short, Mature",FALSE,FALSE
105940,The Outer Worlds: Murder on Eridanos,The Outer Worlds: Murder on Eridanos,https://store.steampowered.com/app/1393111/,Very Positive,230,85,17/3/2021,Obsidian Entertainment,Private Division,"Action, Adventure, RPG, Action RPG, Exploration, Open World, First-Person, Noir, Mystery, Sci-fi, PvE, Singleplayer, Gore, Violent",TRUE,FALSE
105941,Dogworld,Dogworld,https://store.steampowered.com/app/1198210/,Very Positive,101,97,18/3/2021,Lateralis Heavy Industries,Lateralis Heavy Industries,"Action, Adventure, Exploration, Platformer, 2D Platformer, Metroidvania, Side Scroller, 2D, Dog, Sci-fi, Multiple Endings, Story Rich, Singleplayer, Indie, Soundtrack, Difficult, Great Soundtrack, Controller",FALSE,FALSE
105942,DOOM Eternal: The Ancient Gods Part Two,DOOM Eternal: The Ancient Gods - Part Two,https://store.steampowered.com/app/1098293/,Mixed,3006,62,18/3/2021,id Software,Bethesda Softworks,"Action, Shooter, FPS, First-Person, Demons, Multiplayer, Singleplayer, Soundtrack, Difficult, Fast-Paced, Great Soundtrack, Blood, Gore, Violent",FALSE,FALSE
105943,Endzone: A World Apart,Endzone - A World Apart,https://store.steampowered.com/app/933820/,Mostly Positive*,3249,76,18/3/2021,Gentlymad Studios,"Assemble Entertainment, WhisperGames","Simulation, Strategy, Base Building, Building, Management, Sandbox, Survival, City Builder, Colony Sim, Realistic, Atmospheric, Economy, Post-apocalyptic, Procedural Generation, Resource Management, Multiplayer, Singleplayer, Indie, Real-Time, Difficult",FALSE,FALSE
105944,Magic Twins,Magic Twins,https://store.steampowered.com/app/1270080/,Positive,19,100,18/3/2021,Flying Beast Labs,Flying Beast Labs,"Action, Casual, Experimental, Puzzle, Strategy, Arcade, Platformer, Shooter, 2D Platformer, Twin Stick Shooter, 2D, Colorful, Cute, Family Friendly, Logic, Magic, Character Customization, Co-op, Local Co-Op, Indie, Funny",FALSE,FALSE
105945,Neurodeck,Neurodeck,https://store.steampowered.com/app/1253860/,Mixed,165,52,18/3/2021,TavroxGames,"Goblinz Publishing, Maple Whispering Limited","Casual, RPG, Strategy, Card Game, Roguelike, Card Battler, Dungeon Crawler, Roguelite, 2D, Atmospheric, Fantasy, Lovecraftian, Deckbuilding, Singleplayer, Indie, Turn-Based, Difficult, Replay Value, Mouse only",FALSE,FALSE
105946,Pile Up! Box by Box,Pile Up,https://store.steampowered.com/app/1109820/,Very Positive,60,96,18/3/2021,Seed by Seed,HandyGames,"Adventure, Casual, Puzzle, Simulation, Basketball, Platformer, 3D, Cartoon, Cartoony, Colorful, Cute, Atmospheric, Physics, PvP, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Funny, Controller",FALSE,FALSE
105947,Space Otter Charlie,Space Otter Charlie,https://store.steampowered.com/app/1275790/,Positive,29,96,18/3/2021,Wayward Distractions,The Quantum Astrophysicists Guild,"Action, Adventure, Casual, Puzzle, Action-Adventure, Arcade, Exploration, Platformer, Shooter, 2D, Cartoon, Cute, Family Friendly, Futuristic, Sci-fi, Space, Physics, Local Multiplayer, Multiplayer, Indie",FALSE,FALSE
105948,Can't Drive This,Can't Drive This,https://store.steampowered.com/app/466980/,Very Positive,180,81,19/3/2021,Pixel Maniacs,Pixel Maniacs,"Action, Casual, Racing, Arcade, Colorful, Split Screen, Family Friendly, Driving, PvP, Team-Based, 4 Player Local, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Online Co-Op, Competitive, Funny, Comedy",FALSE,FALSE
105949,Doctor Who: The Lonely Assassins,Doctor Who: The Lonely Assassins,https://store.steampowered.com/app/1508270/,Very Positive,605,91,18/3/2021,Kaigan Games OÜ,"Maze Theory, Another Indie","Adventure, Casual, Puzzle, Interactive Fiction, Visual Novel, Horror, Immersive Sim, Investigation, 2D, Cinematic, FMV, Text-Based, Demons, Detective, Mystery, Sci-fi, Singleplayer, Indie, Psychological",FALSE,FALSE
105951,Arkham Horror: Mother's Embrace,Arkham Horror: Mother's Embrace,https://store.steampowered.com/app/840210/,Mixed,537,62,23/3/2021,Twin Sails Interactive,Twin Sails Interactive,"Adventure, RPG, Board Game, Exploration, Horror, Lovecraftian, Combat, Turn-Based Combat, Turn-Based",FALSE,FALSE
105952,Sanity of Morris,Sanity of Morris,https://store.steampowered.com/app/1275660/,Mixed,52,61,23/3/2021,Alterego Games,StickyLock Studios,"Action, Adventure, Action-Adventure, Stealth, Survival, Horror, Survival Horror, 3D, Cinematic, First-Person, Psychedelic, Atmospheric, Detective, Mystery, Sci-fi, Surreal, Thriller, Story Rich, Tutorial, Indie, Psychological",FALSE,FALSE
105953,Paradise Lost,Paradise Lost,https://store.steampowered.com/app/982720/,Mixed,1419,68,24/3/2021,PolyAmorous,Walkabout,"Adventure, Simulation, Exploration, Walking Simulator, First-Person, Alternate History, Atmospheric, Mystery, Post-apocalyptic, Transhumanism, Underground, Choices Matter, Multiple Endings, Nonlinear, Story Rich, Singleplayer, Indie, Emotional, Replay Value",FALSE,FALSE
105954,Black Legend,Black Legend,https://store.steampowered.com/app/1094730/,Mixed,164,63,25/3/2021,Warcave,Warcave,"RPG, Strategy, Turn-Based Strategy, Tactical RPG, Turn-Based Tactics, Realistic, Alternate History, Atmospheric, Dark, Mystery, Tactical, Character Customization, Class-Based, Combat, Perma Death, PvE, Turn-Based Combat, Singleplayer, Turn-Based, Difficult, Lore-Rich",FALSE,FALSE
105955,Clea 2,Clea 2,https://store.steampowered.com/app/1257860/,Very Positive,85,98,25/3/2021,InvertMouse,InvertMouse,"Action, Adventure, Puzzle, Stealth, Survival, Horror, Side Scroller, Survival Horror, 2D, Anime, Cute, Dark, Supernatural, Multiple Endings, Female Protagonist, Singleplayer, Indie, Sequel, Psychological, Nudity, Controller",FALSE,FALSE
105956,Dandy Ace,Dandy Ace,https://store.steampowered.com/app/1037130/,Very Positive,1003,87,25/3/2021,Mad Mimic,NEOWIZ,"Action, Roguelike, Action Roguelike, Dungeon Crawler, Roguelite, 2D, Hand-drawn, Isometric, Atmospheric, Magic, Perma Death, Procedural Generation, Singleplayer, Indie, Difficult, Replay Value",FALSE,FALSE
105957,Dorfromantik,Dorfromantik,https://store.steampowered.com/app/1455840/,Overwhelmingly Positive*,14840,96,28/4/2022,Toukana Interactive,Toukana Interactive,"Casual, Puzzle, Simulation, Strategy, Board Game, Management, Sandbox, Turn-Based Strategy, City Builder, Turn-Based Tactics, 3D, Hand-drawn, Minimalist, Family Friendly, Logic, Procedural Generation, Resource Management, Singleplayer, Indie, Turn-Based, Relaxing, Controller",FALSE,FALSE
105958,Evil Inside,Evil Inside,https://store.steampowered.com/app/1243880/,Mixed,282,63,25/3/2021,JanduSoft,JanduSoft,"Adventure, Experimental, Survival, FPS, Horror, Survival Horror, 3D, First-Person, Realistic, Atmospheric, Dark, Mystery, Narration, Story Rich, Multiplayer, Singleplayer, Indie, Psychological, Controller",FALSE,FALSE
105959,Immortals: Fenyx Rising: Myths of the Eastern Realm,Immortals Fenyx Rising – Myths of the Eastern Realm,https://store.steampowered.com/app/2222841/,Mixed,63,69,15/12/2022,Ubisoft,Ubisoft,"Action, Adventure, RPG",TRUE,FALSE
105960,MazM: The Phantom of the Opera,MazM: The Phantom of the Opera,https://store.steampowered.com/app/1483300/,Mostly Positive,63,74,25/3/2021,Growing Seeds,"CFK Co.,  Ltd.","Adventure, RPG, Simulation, Exploration, Hidden Object, Point & Click, Visual Novel, Immersive Sim, 2D, Anime, Dark, Mystery, Thriller, Story Rich, Singleplayer",FALSE,FALSE
105962,Balan Wonderworld,BALAN WONDERWORLD,https://store.steampowered.com/app/1341050/,Mixed,394,57,26/3/2021,"Square Enix, ARZEST Corp.",Square Enix,"Action, Adventure, Casual, Puzzle, Action-Adventure, Exploration, Platformer, 3D Platformer, 3D, Anime, Cartoon, Cartoony, Colorful, Cute, Family Friendly, Fantasy, Female Protagonist, Local Co-Op, Singleplayer, Music, Emotional, Fast-Paced",FALSE,FALSE
105963,Genesis Noir,Genesis Noir,https://store.steampowered.com/app/735290/,Mostly Positive,1522,79,26/3/2021,Feral Cat Den,Fellow Traveller,"Adventure, Puzzle, Exploration, Platformer, Point & Click, Hand-drawn, Noir, Stylized, Atmospheric, Sci-fi, Space, Surreal, Story Rich, Singleplayer, Indie, Mod, Soundtrack, Animation & Modeling, Beautiful, Great Soundtrack",FALSE,FALSE
105964,It Takes Two,It Takes Two,https://store.steampowered.com/app/1426210/,Overwhelmingly Positive*,42034,95,25/3/2021,Hazelight Studios,Electronic Arts,"Action, Adventure, Puzzle, Action-Adventure, Exploration, Platformer, 3D Platformer, 3D, Split Screen, Atmospheric, Story Rich, Female Protagonist, Minigames, Co-op, Co-op Campaign, Local Co-Op, Local Multiplayer, Multiplayer, Online Co-Op, Emotional",FALSE,FALSE
105965,Kaze and the Wild Masks,Kaze and the Wild Masks,https://store.steampowered.com/app/829280/,Very Positive,1680,94,26/3/2021,PixelHive,SOEDESCO,"Action, Adventure, Casual, Platformer, 2D Platformer, Precision Platformer, 2D, Cartoon, Cartoony, Colorful, Cute, Pixel Graphics, 1990's, Family Friendly, Old School, Retro, Female Protagonist, Singleplayer, Indie, Difficult, Fast-Paced",FALSE,FALSE
105966,Monster Hunter Rise,MONSTER HUNTER RISE,https://store.steampowered.com/app/1446780/,Very Positive*,32043,86,12/1/2022,"CAPCOM Co.,  Ltd.","CAPCOM Co.,  Ltd.","Action, RPG, Action RPG, Open World, JRPG, 3D, Anime, Third Person, Atmospheric, Dragons, Fantasy, Nature, Ninja, Character Customization, Hunting, PvE, Co-op, Multiplayer, Online Co-Op, Singleplayer",FALSE,FALSE
105967,Spacebase Startopia,Spacebase Startopia,https://store.steampowered.com/app/840390/,Mixed,362,58,26/3/2021,Realmforge Studios,Kalypso Media,"Casual, Simulation, Strategy, Base Building, Building, Management, RTS, Sandbox, City Builder, Aliens, Economy, Sci-fi, Space, Co-op, Multiplayer, Remake, Funny, Relaxing, Comedy",FALSE,FALSE
105968,Story of Seasons: Pioneers of Olive Town,STORY OF SEASONS: Pioneers of Olive Town,https://store.steampowered.com/app/1392960/,Very Positive,1270,83,15/9/2021,Marvelous Inc.,"XSEED Games, Marvelous USA,  Inc., Marvelous Europe","Casual, RPG, Simulation, Building, Farming Sim, Life Sim, 3D, Anime, Cartoon, Cute, Top-Down, Agriculture, Cats, Dog, Family Friendly, Romance, Character Customization, Story Rich, Relaxing",FALSE,FALSE
105971,Elite Dangerous: Odyssey,Elite Dangerous: Odyssey,https://store.steampowered.com/app/1336350/,Mostly Negative*,5281,39,19/5/2021,Frontier Developments,Frontier Developments,"Action, Adventure, RPG, Simulation, Strategy, Exploration, Open World, Sandbox, Space Sim, Walking Simulator, FPS, Horror, First-Person, VR, Sci-fi, Space, Massively Multiplayer, Multiplayer, Singleplayer, Psychological, Early Access",TRUE,FALSE
105972,Evil Genius 2: World Domination,Evil Genius 2,https://store.steampowered.com/app/700600/,Mixed*,7309,68,30/3/2021,Rebellion,Rebellion,"Simulation, Strategy, Base Building, Building, Management, RTS, Sandbox, Cartoon, Cartoony, Crime, Memes, Resource Management, Female Protagonist, Villain Protagonist, Multiplayer, Singleplayer, Sequel, Soundtrack, Funny, Great Soundtrack, Comedy, Violent",FALSE,FALSE
105974,I Saw Black Clouds,I Saw Black Clouds,https://store.steampowered.com/app/1346830/,Mixed,545,62,30/3/2021,Ghost Dog Films,Wales Interactive,"Adventure, Simulation, Interactive Fiction, Visual Novel, Choose Your Own Adventure, Horror, Cinematic, FMV, Dark, Mystery, Choices Matter, Multiple Endings, Story Rich, Female Protagonist, Singleplayer, Emotional, Psychological, Controller",FALSE,FALSE
105975,Narita Boy,Narita Boy,https://store.steampowered.com/app/1069530/,Very Positive,1052,80,30/3/2021,Studio Koba,Team17,"Action, Adventure, Action-Adventure, Exploration, Platformer, 2D Platformer, Hack and Slash, 2D, Colorful, Pixel Graphics, 1980s, Atmospheric, Futuristic, Mystery, Retro, Combat, Story Rich, Singleplayer, Emotional, Lore-Rich",FALSE,FALSE
105976,Drive Buy,Drive Buy,https://store.steampowered.com/app/774211/,Positive,21,85,31/3/2021,Glitchers,Glitchers,"Action, Racing, Strategy, Arcade, Third Person, Destruction, Combat, Driving, PvP, Vehicular Combat, Co-op, Local Multiplayer, Multiplayer, Indie, Soundtrack, Competitive, Fast-Paced, Great Soundtrack",FALSE,FALSE
